Entity,Definition,Images
Aerobic respiration,Not found on Wikipedia,['Image not found']
List of Y life characters,Not found on Wikipedia,['Image not found']
Chloroplast,A chloroplast () is a type of membrane-bound organelle known as a plastid that conducts photosynthesis mostly in plant and algal cells.,"['https://upload.wikimedia.org/wikipedia/commons/8/89/20110123_185042_Diatom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/AMP_Capo_Gallo_030_Peyssonnelia_squamaria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Adenine_Deaminates_to_Guanine.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Bornetia_secundiflora_herbarium_item.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Bryum_capillare_leaf_cells.jpg']"
Valence electron,"In chemistry and physics, a valence electron is an electron in the outer shell associated with an atom, and that can participate in the formation of a chemical bond if the outer shell is not closed.","['https://upload.wikimedia.org/wikipedia/commons/1/17/Covalent.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Simple_Periodic_Table_Chart-blocks.svg']"
Balancing,Balancing may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Embryo,An embryo is an initial stage of development of a multicellular organism.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Embryo_7_weeks_after_conception.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Embryonic_development_of_a_salamander%2C_filmed_in_the_1920s.ogv', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Ginkgo_embryo_and_gametophyte.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Surgical needle,Not found on Wikipedia,['Image not found']
Transpiration,"Transpiration is the process of water movement through a plant and its evaporation from aerial parts, such as leaves, stems and flowers.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/Afternoon_Clouds_over_the_Amazon_Rainforest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Kilogram,"The kilogram (also kilogramme) is the base unit of mass in the International System of Units (SI), having the unit symbol kg.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/International_prototype_of_the_kilogram_aka_Le_Grand_K.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Nist-4.jpg']"
Bengal,"Bengal ( ben-GAWL; Bengali: বাংলা/বঙ্গ, romanized: Bānglā/Bôngô, pronounced [ˈbɔŋgo] (listen)) is a historical geographical, ethnolinguistic and cultural term referring to the eastern part of the Indian subcontinent at the apex of the Bay of Bengal.","['https://upload.wikimedia.org/wikipedia/commons/8/85/1776_Rennell_-_Dury_Wall_Map_of_Bihar_and_Bengal%2C_India_-_Geographicus_-_BaharBengal-dury-1776.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/A_Paddy_Field_in_Bangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/A_View_of_Chinsura_the_Dutch_settlement_in_Bengal%3B_by_William_Hodges%2C_1787.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Agriculture_in_Bangladesh_13.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Akbar_prays_after_Bengal_victory.jpg']"
Na,"NA, N.A., Na, nA or n/a may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Electrical impulse,Not found on Wikipedia,['Image not found']
Liver,"The liver is a major  organ only found in vertebrates which performs many essential biological functions such as detoxification of the organism, and the synthesis of proteins and biochemicals necessary for digestion and growth.","['https://upload.wikimedia.org/wikipedia/commons/8/8d/2104_Three_Major_Capillary_Types.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/2423_Microscopic_Anatomy_of_Liver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/3D_Medical_Animation_liver_parts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Anatomy_Abdomen_Tiesworks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Anterior_MIP_image_of_anomalous_hepatic_veins.jpg']"
Figure 12.7 Figure 12,Not found on Wikipedia,['Image not found']
Gene,"In biology, the word gene (from Greek: γένος, génos; meaning generation or birth or gender) can have several different meanings.","['https://upload.wikimedia.org/wikipedia/commons/4/46/Autosomal_recessive_-_mini.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Breeding_transgenesis_cisgenesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Chromosome_DNA_Gene_unannotated.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/DNA_chemical_structure_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/DNA_to_protein_or_ncRNA.svg']"
Fossil fuel,"A fossil fuel is a hydrocarbon-containing material such as coal, oil, and natural gas, formed naturally in the Earth's crust from the remains of dead plants and animals that is extracted and burned as a fuel.","['https://upload.wikimedia.org/wikipedia/commons/a/af/20201019_Levelized_Cost_of_Energy_%28LCOE%2C_Lazard%29_-_renewable_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/20210119_Renewable_energy_investment_-_2004-_BloombergNEF.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/20210125_Europe_Power_Sector_-_Renewables_vs_Fossil_Fuels_-_Climate_change.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Bituminous_Coal.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/46/CO2_Emissions_by_Source_Since_1880.svg']"
Middle finger,"The middle finger, long finger, second finger, third finger, toll finger or tall man is the third digit of the human hand, located between the index finger and the ring finger.","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Bone.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Hand_-_Middle_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg']"
Saturated compound,Not found on Wikipedia,['Image not found']
International Atomic Energy Agency,"The International Atomic Energy Agency (IAEA) is an intergovernmental organization that seeks to promote the peaceful use of nuclear energy and to inhibit its use for any military purpose, including nuclear weapons.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/058R31250879_Tag_der_offenen_T%C3%BCr_in_der_UNO_City.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandera_de_Bolivia_%28Estado%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg']"
Teacher,"A teacher, also called a schoolteacher or formally an educator, is a person who helps students to acquire knowledge, competence, or virtue, via the practice of teaching.","['https://upload.wikimedia.org/wikipedia/commons/c/cc/ASC_Leiden_-_Coutinho_Collection_-_6_24_-_School_for_adults_in_Guinea-Bissau_-_1974.tiff', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Adriaen_van_Ostade_007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Agnar_O.P._Strandberg_1964.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Ashs-teacher-and-students.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Brack_Vocabularius_rerum.jpg']"
Growth,Growth may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Blueprint,A blueprint is a reproduction of a technical drawing or engineering drawing using a contact print process on light-sensitive sheets.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/AcotacionTecnico.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Heliographic_copy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Joy_Oil_gas_station_blueprints.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/LaBelle_Blueprint.jpg']"
Figure 6.3 Figure 6,Not found on Wikipedia,['Image not found']
South,South is one of the cardinal directions or compass points.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Compass_Rose_English_South.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Joaqu%C3%ADn_Torres_Garc%C3%ADa_-_Am%C3%A9rica_Invertida.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Layer,Layer or layered may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Endothermic reaction,Not found on Wikipedia,['Image not found']
Calcium hydroxide solution,Not found on Wikipedia,['Image not found']
Summer,"Summer is the hottest of the four temperate seasons, occurring after spring and before autumn.","['https://upload.wikimedia.org/wikipedia/commons/e/e9/Atlantic_Ocean_shoreline_in_Myrtle_Beach%2C_South_Carolina.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Barefoot_skiing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Bike86.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Biok%C3%BApalisko_Sninsk%C3%A9_rybn%C3%ADky_011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Solar evolution,Not found on Wikipedia,['Image not found']
Figure 2.8,Not found on Wikipedia,['Image not found']
N’,Not found on Wikipedia,['Image not found']
Teenage years,Not found on Wikipedia,['Image not found']
Activity 4.10,Not found on Wikipedia,['Image not found']
Animal hormone,Not found on Wikipedia,['Image not found']
How do we express electric current,Not found on Wikipedia,['Image not found']
E X E R C I S E S 1,Not found on Wikipedia,['Image not found']
Milky,"Milky is an Italian dance music production group consisting of producers Giordano Trivellato and Giuliano Sacchetto, with Italian singer Giuditta serving as their lead singer on their album Star.",['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Optics,"Optics is the branch of physics that studies the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it.","['https://upload.wikimedia.org/wikipedia/commons/d/d8/CircularPolarizer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Dieselrainbow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Double_slit_diffraction.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg']"
Veterinary medicine,"Veterinary medicine is the branch of medicine that deals with the prevention, management, diagnosis, and treatment of disease, disorder, and injury in animals.","['https://upload.wikimedia.org/wikipedia/commons/d/d7/Bourgelat.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/HippiatricaParisGr2244Fo74v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Kitten_check_up_at_Guantanamo.jpg']"
Silver,"Silver is a chemical element with the symbol Ag (from Latin  argentum 'silver', derived from the Proto-Indo-European h₂erǵ 'shiny, white') and atomic number 47.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/6852_les_deniers_de_judas.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Ag-Au-Cu-colours-english.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Ag_atomic_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/American_Silver_Eagle%2C_obverse%2C_2004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Coffeepot_MET_DP103144_%28cropped%29%2C.jpg']"
Sponge,"Sponges, the members of the phylum Porifera (; meaning 'pore bearer'), are a basal animal clade as a sister of the diploblasts.","['https://upload.wikimedia.org/wikipedia/commons/f/f3/2008.09-331-196ap_Sponge_gourd%2Cpd_Spice_Bazaar%40Istanbul%2CTR_mon29sep2008-1315h.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Aplysina_archeri_%28Stove-pipe_Sponge-pink_variation%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Archaeocyatha.png', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bathocyroe_fosteri.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Bathymetrical_range_of_selected_sponge_species.jpg']"
Infinite ray,Not found on Wikipedia,['Image not found']
Texture,Texture may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Electric potential,"The electric potential (also called the electric field potential, potential drop, the electrostatic potential) is defined as the amount of work energy needed to move a unit of electric charge from a reference point to the specific point in an electric field.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Electric_potential_varying_charge.gif', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/VFPt_Solenoid_correct2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/VFPt_charges_plus_minus_potential%2Bcontour.svg']"
TTWW,Not found on Wikipedia,['Image not found']
Rarer medium,Not found on Wikipedia,['Image not found']
Involuntary action,Not found on Wikipedia,['Image not found']
Spirogyra,"Spirogyra (common names include water silk, mermaid's tresses, and blanket weed) is a genus of filamentous charophyte green algae of the order Zygnematales, named for the helical or spiral arrangement of the chloroplasts that is characteristic of the genus.","['https://upload.wikimedia.org/wikipedia/commons/e/ec/20090328_2222_Spirogyra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/20090328_2225_Spirogyra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/20090523_213732_Spirogyra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/3x2_millimeters_of_Spirogyra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Electronvolt,"In physics, an electronvolt (symbol eV, also written electron-volt and electron volt) is the measure of an amount of kinetic energy gained by a single electron accelerating from rest through an electric potential difference of one volt in vacuum.","['https://upload.wikimedia.org/wikipedia/commons/7/7f/Colors_in_eV.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/EV_to_nm_vis.png', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png']"
How many ways can we think of for solving this difficulty,Not found on Wikipedia,['Image not found']
Reduction,"Reduction, reduced, or reduce may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Mercuric oxide,Not found on Wikipedia,['Image not found']
Italy,"Italy (Italian: Italia [iˈtaːlja] (listen)), officially the Italian Republic or the Republic of Italy, is a country in Southern and Western Europe.","['https://upload.wikimedia.org/wikipedia/commons/b/bb/%27David%27_by_Michelangelo_Fir_JBU004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/01_partigiani_a_milano1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/2015_sicily.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/2020_coronavirus_task_force.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg']"
Herbivore,"A herbivore is an animal anatomically and physiologically adapted to eating plant material, for example foliage or marine algae, for the main component of its diet.","['https://upload.wikimedia.org/wikipedia/commons/c/c0/Aphid-sap.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Caterpillar_feeding_on_leaf_-_20140906_121127_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Land_Snail_radula_tracks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Leaf_mining.jpg']"
Bertrand Russell,"Bertrand Arthur William Russell, 3rd Earl Russell,  (18 May 1872 – 2 February 1970) was a British mathematician, philosopher, logician, and public intellectual.","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Bertrand_Russell_1954.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Bertrand_Russell_1957.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Bertrand_Russell_1972_stamp_of_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Bertrand_Russell_in_1876.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Bertrand_Russell_in_1924.jpg']"
Balanced equation,Not found on Wikipedia,['Image not found']
Carbonate minerals,Not found on Wikipedia,['Image not found']
Dublin,"Dublin (; Irish: Baile Átha Cliath, pronounced [ˈbˠalʲə aːhə ˈclʲiə] or [ˌbʲlʲaː ˈclʲiə]) is the capital and largest city of Ireland.","['https://upload.wikimedia.org/wikipedia/commons/3/38/%28Ireland%29_Dublin_Castle_Up_Yard.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/20130810_dublin214.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/93/ROU_Bucharest_CoA1.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Arms_of_Madrid_City.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Aviva_Stadium%28Dublin_Arena%29.JPG']"
Mendel,Mendel may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Hydrogen,Hydrogen is the chemical element with the symbol H and atomic number 1.,"['https://upload.wikimedia.org/wikipedia/commons/0/09/19._%D0%95%D0%BA%D1%81%D0%BF%D0%BB%D0%BE%D0%B7%D0%B8%D1%98%D0%B0_%D0%BD%D0%B0_%D1%81%D0%BC%D0%B5%D1%81%D0%B0_%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B4_%D0%B8_%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85.webm', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Antoine-Laurent_Lavoisier_%28by_Louis_Jean_Desire_Delaistre%29RENEW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Blausen_0530_HydrogenIsotopes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg']"
Area of cross-section,Not found on Wikipedia,['Image not found']
Gas exchange,Gas exchange is the physical process by which gases move passively by diffusion across a surface.,"['https://upload.wikimedia.org/wikipedia/commons/f/f7/Actias_selene_5th_instar_spiracles_sjh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Alveolar_Wall.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Alveolar_air.png', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Alveolus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/An_alveolus%2C_is_an_anatomical_structure_that_has_the_form_of_a_hollow_cavity._Mainly_found_in_the_lung%2C_the_pulmonary_alveoli_are_spherical_outcroppings_of_the_respiratory_bronchioles_and_are_the.png']"
Chemical bond,"A chemical bond is a lasting attraction between atoms or ions that enables the formation of molecules, crystals, and other structures.","['https://upload.wikimedia.org/wikipedia/commons/7/77/Chemfm_carbon_monoxide_3_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Covalent.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Dihydrogen-phase-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Electron_dot.svg']"
Cancellation reaction,Not found on Wikipedia,['Image not found']
Fish,"Fish are aquatic, craniate, gill-bearing animals that lack limbs with digits.","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Acanthodes_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Acipenser_gueldenstaedtii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Amia_calva.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Amia_calva_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg']"
Condom,A condom is a sheath-shaped barrier device used during sexual intercourse to reduce the probability of pregnancy or a sexually transmitted infection (STI).,"['https://upload.wikimedia.org/wikipedia/commons/c/c0/%223_Merry_Widows%22_tin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/CondomUse2_alternative.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Condom_1900.jpg']"
F1,Not found on Wikipedia,['Image not found']
Reagent,"In chemistry, a reagent ( ree-AY-jənt) or analytical reagent is a substance or compound added to a system to cause a chemical reaction, or test if one occurs.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/SulfurReagent.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Public aquarium,"A public aquarium (PL aquaria) or public water zoo is the aquatic counterpart of a zoo, which houses living aquatic animal and plant specimens for public viewing.","['https://upload.wikimedia.org/wikipedia/commons/f/fb/16_08_070_aquarium.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Al_Mahara_Burj_al_Araba_Dubai_March_2008pano.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Aquarium_in_shopping_mall%2C_Kaunas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Baltimore_Aquarium_-_Big_tank.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg']"
Thermal cooling,Not found on Wikipedia,['Image not found']
Chapter 3,Not found on Wikipedia,['Image not found']
Organic compound,"In chemistry, many authors consider an organic compound to be any chemical compound that contains carbon-hydrogen or carbon-carbon bonds, although the definition of ""organic"" versus ""inorganic"" varies from author to author, and is a topic of debate.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Ethanol-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/L-isoleucine-3D-balls.png']"
Atmospheric refraction,Atmospheric refraction is the deviation of light or other electromagnetic wave from a straight line as it passes through the atmosphere due to the variation in air density as a function of height.,"['https://upload.wikimedia.org/wikipedia/commons/3/39/Atmospheric_refraction_-_sunset_and_sunrise.png', 'https://upload.wikimedia.org/wikipedia/commons/0/06/BennettAtmRefractVsAlt.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Garden,"A garden is a planned space, usually outdoors, set aside for the cultivation, display, and enjoyment of plants and other forms of nature.","['https://upload.wikimedia.org/wikipedia/commons/9/94/%27JardimBotanico.BotanicalGarden.CuritibaParanaBrasilBrazil.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/40sotoon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Bagatelle_roseraie_classique01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Brooklyn_Botanic_Garden_New_York_May_2015_010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Butchart_gardens.JPG']"
W,"W, or w, is the twenty-third and fourth-to-last letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/BSL_letter_W.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Braille_W.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Coat_of_arms_of_Vyborg.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Early_Aramaic_character_-_vav.png']"
Rhizopus,Rhizopus is a genus of common saprophytic fungi on plants and  specialized parasites on animals.,"['https://upload.wikimedia.org/wikipedia/commons/f/f5/Phycomyces.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Rhizopus_fungus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Structure_of_Rhizopus_spp.-english.JPG']"
Vegetable oil,"Vegetable oils, or vegetable fats, are oils extracted from seeds or from other parts of fruits.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Olive_oil_from_Oneglia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Circular loop,Not found on Wikipedia,['Image not found']
Male gamete,Not found on Wikipedia,['Image not found']
Cautionary metal,Not found on Wikipedia,['Image not found']
Cellular component,"Cellular components are the complex biomolecules and structures of which cells, and thus living organisms, are composed.","['https://upload.wikimedia.org/wikipedia/commons/a/ac/NIEHScell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Protein_translation.gif', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Carbon dioxide,Carbon dioxide (chemical formula CO2) is a chemical compound made up of molecules that each have one carbon atom covalently double bonded to two oxygen atoms.,"['https://upload.wikimedia.org/wikipedia/commons/6/63/Apollo13_apparatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Auto-and_heterotrophs.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
