Entity,Definition,Images
Addictive,Not found on Wikipedia,['Image not found']
Penicillin,"Penicillins (P, PCN or PEN) are a group of β-lactam antibiotics originally obtained from Penicillium moulds, principally P. chrysogenum and P. rubens.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Howard_Walter_Florey_1945.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Molecular_model_of_Penicillin_by_Dorothy_Hodgkin_%289663803982%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Mother,A mother is the female parent of a child.,"['https://upload.wikimedia.org/wikipedia/commons/6/66/ASC_Leiden_-_Coutinho_Collection_-_11_24_-_Village_in_the_liberated_areas%2C_Guinea-Bissau_-_1974.tiff', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Bogoya_Femme-bebe.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Breast_feeding_cat.ogv', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Brooklyn_Museum_50.124_Mother_with_Child_Lupingu_lwa_Cibola_%283%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Cimitero_di_Staglieno%2C_statue_of_mother_and_children-img114.jpg']"
XX chromosome,Not found on Wikipedia,['Image not found']
10 kilometers,Not found on Wikipedia,['Image not found']
Previous Chapter,Not found on Wikipedia,['Image not found']
Emission of gases causing acid rain,Not found on Wikipedia,['Image not found']
100-metre race,Not found on Wikipedia,['Image not found']
Garbage compost making areas,Not found on Wikipedia,['Image not found']
Wools,Not found on Wikipedia,['Image not found']
Butanone,"Butanone, also known as methyl ethyl ketone (MEK), is an organic compound with the formula CH3C(O)CH2CH3.","['https://upload.wikimedia.org/wikipedia/commons/b/bb/Butanone-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Butanone-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Butanone-skeletal-structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/GHS-pictogram-flamme.svg']"
Typewriter-like devices,Not found on Wikipedia,['Image not found']
Skull,The skull is a bone protective cavity for the brain.,"['https://upload.wikimedia.org/wikipedia/commons/6/68/3d_CT_scan_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/621_Anatomy_of_a_Flat_Bone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/African_elephant_skull_-_Cleveland_Museum_of_Natural_History_-_2014-12-26_%2821054840471%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/AmphibSkeletons.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg']"
Railway tracks,Not found on Wikipedia,['Image not found']
Tube light,Not found on Wikipedia,['Image not found']
Compass needle,Not found on Wikipedia,['Image not found']
Organic element,Not found on Wikipedia,['Image not found']
3. Thylakoids,Not found on Wikipedia,['Image not found']
Sight,Not found on Wikipedia,['Image not found']
Region surrounding a magnet,Not found on Wikipedia,['Image not found']
Nursery,Nursery may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Vapourise,Not found on Wikipedia,['Image not found']
Yeast culture,Yeast culture might refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Tawa,Tawa may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Filtered; Sample 3,Not found on Wikipedia,['Image not found']
Numerous people,Not found on Wikipedia,['Image not found']
Excess acidity,Not found on Wikipedia,['Image not found']
Not Applicable,Not found on Wikipedia,['Image not found']
Cytokinins,Not found on Wikipedia,['Image not found']
Music systems,Not found on Wikipedia,['Image not found']
35 meter/second,Not found on Wikipedia,['Image not found']
Brine,Brine (or Briny water) is a high-concentration solution of salt (typically sodium chloride or calcium chloride) in water.,"['https://upload.wikimedia.org/wikipedia/commons/d/d4/Brine_concentration_measurement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Water_salinity_diagram.png']"
Dilute HCl,Not found on Wikipedia,['Image not found']
Choking sensation,Not found on Wikipedia,['Image not found']
Irreparable damage,Not found on Wikipedia,['Image not found']
Suction pull,Not found on Wikipedia,['Image not found']
Japanese,Japanese may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Root xylem,Not found on Wikipedia,['Image not found']
Bacterial diseases,Not found on Wikipedia,['Image not found']
Sanitation standards,Not found on Wikipedia,['Image not found']
Weather conditions,Not found on Wikipedia,['Image not found']
Fine iron fillings,Not found on Wikipedia,['Image not found']
Foot,The foot (PL: feet) is an anatomical structure found in many vertebrates.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Blausen_0411_FootAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Foot_Bone_Anatomy_by_Jason_Christian.webm', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Gray437.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Gray438.png']"
Hydrated copper sulphate,Not found on Wikipedia,['Image not found']
Ribosomes,Not found on Wikipedia,['Image not found']
Ant sting,Not found on Wikipedia,['Image not found']
Piece of thread,Not found on Wikipedia,['Image not found']
15 A,Not found on Wikipedia,['Image not found']
Ammonium phosphate,Ammonium phosphate is the inorganic compound with the formula (NH4)3PO4.,"['https://upload.wikimedia.org/wikipedia/commons/c/c5/Ammonium_phosphate.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Nuvola_apps_edu_science.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Brake lever,Not found on Wikipedia,['Image not found']
Electromagnetic force,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Break,Break or Breaks or The Break may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lighter components,Not found on Wikipedia,['Image not found']
Inter ventricular septum,Not found on Wikipedia,['Image not found']
Recycling farm waste,Not found on Wikipedia,['Image not found']
Seafood,"Seafood is any form of sea life regarded as food by humans, prominently including fish and shellfish.","['https://upload.wikimedia.org/wikipedia/commons/b/b0/A_clam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/AbaloneInside.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Barracuda_with_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Bluefin-big.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/CantoneseRestaurantSeafood.jpg']"
Resistant,Not found on Wikipedia,['Image not found']
Scattering,"Scattering is a term used in physics to describe a wide range of physical processes where moving particles or radiation of some form, such as light or sound, are forced to deviate from a straight trajectory by localized non-uniformities (including particles and radiation) in the medium through which they pass.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Electron-scattering.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Electron-scattering.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Pseudopodium,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Publication Team Head,Not found on Wikipedia,['Image not found']
Factory waste,Not found on Wikipedia,['Image not found']
Metal corrosion,Not found on Wikipedia,['Image not found']
Large buildings,Not found on Wikipedia,['Image not found']
River Erosion,Not found on Wikipedia,['Image not found']
Flooding,Not found on Wikipedia,['Image not found']
Accelerated,Not found on Wikipedia,['Image not found']
Diluted solution,Not found on Wikipedia,['Image not found']
Nervous impulses,Not found on Wikipedia,['Image not found']
Seemingly simple way,Not found on Wikipedia,['Image not found']
Speeds,Not found on Wikipedia,['Image not found']
Weight lifting,Not found on Wikipedia,['Image not found']
C2H6,Not found on Wikipedia,['Image not found']
Good condition,Not found on Wikipedia,['Image not found']
Anthracite,"Anthracite, also known as hard coal and black coal, is a hard, compact variety of coal that has a submetallic lustre.","['https://upload.wikimedia.org/wikipedia/commons/a/a4/Anthracite_chunk.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Anthracite_coal_%28Photo_by_John_Mortimore%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Breaker_Boys_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Burning_Culm_Dump%2C_Scranton%2C_PA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Coal_anthracite.jpg']"
Branches,Not found on Wikipedia,['Image not found']
Series combination,Not found on Wikipedia,['Image not found']
Transmitter,"In electronics and telecommunications, a radio transmitter or just transmitter is an electronic device which produces radio waves with an antenna.","['https://upload.wikimedia.org/wikipedia/commons/d/dc/Alexanderson_Alternator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Armstrong_prototype_FM_transmitter_1935.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blythe_House_Science_Museum_stores_tour_99.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/CB-Funkger%C3%A4t_im_LKW.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Direct observation,Not found on Wikipedia,['Image not found']
Germ-cell,Not found on Wikipedia,['Image not found']
Figure 9.17,Not found on Wikipedia,['Image not found']
Bad odour,Not found on Wikipedia,['Image not found']
60 transgenic,Not found on Wikipedia,['Image not found']
Thick,Thick may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
CaSO.1/2H2O,Not found on Wikipedia,['Image not found']
Nutritional needs,Not found on Wikipedia,['Image not found']
Observation power,Not found on Wikipedia,['Image not found']
Life outside school,Not found on Wikipedia,['Image not found']
Feathering,Feathering is a technique used in computer graphics software to smooth or blur the edges of a feature.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/USS_Yorktown_collision_Feathered.png']"
Inert gases,Not found on Wikipedia,['Image not found']
Angle of 45°,Not found on Wikipedia,['Image not found']
K2CO3,Not found on Wikipedia,['Image not found']
Streamline surface,Not found on Wikipedia,['Image not found']
Spoilage,"Spoilage, spoiling or (making something) spoiled may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Housing,"Housing, or more generally, living spaces, refers to the construction and assigned usage of houses or buildings individually or collectively, for the purpose of shelter.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Noto_Emoji_v2.034_1f3e0.svg']"
Jaggery,"Jaggery is a traditional non-centrifugal cane sugar consumed in the Indian Subcontinent, Southeast Asia, and Africa.","['https://upload.wikimedia.org/wikipedia/commons/a/a5/%281%29_Jaggery_Gud_Punjab_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/06893jfCuisine_Foods_Landmarks_Baliuag_Bulacanfvf_41.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/A_Jaggery.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Bellam_pakam.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Burmese_jaggery.JPG']"
Hepatitis B,Hepatitis B is an infectious disease caused by the Hepatitis B virus (HBV) that affects the liver; it is a type of viral hepatitis.,"['https://upload.wikimedia.org/wikipedia/commons/e/e0/Chronic_HBV_Diagram-Vector.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Ground_glass_hepatocytes_high_mag_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/HBV.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/HBV_Genome.svg']"
Gaseous state,Not found on Wikipedia,['Image not found']
Be ready,Not found on Wikipedia,['Image not found']
Madrasah stream,Not found on Wikipedia,['Image not found']
Side of the kettle,Not found on Wikipedia,['Image not found']
Not attracted towards magnet,Not found on Wikipedia,['Image not found']
Traits,Not found on Wikipedia,['Image not found']
Reading books,Not found on Wikipedia,['Image not found']
CT Scan,Not found on Wikipedia,['Image not found']
Water bottles,Not found on Wikipedia,['Image not found']
Leucine,Leucine (symbol Leu or L) is an essential amino acid that is used in the biosynthesis of proteins.,"['https://upload.wikimedia.org/wikipedia/commons/f/f8/Betain-Leucin.png', 'https://upload.wikimedia.org/wikipedia/commons/0/03/HMB_biosynthesis_and_metabolism_diagram_-_no_labels.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/L-Leucine.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/L-amino_acid_any.png']"
Hepatitis C,Hepatitis C is an infectious disease caused by the hepatitis C virus (HCV) that primarily affects the liver; it is a type of viral hepatitis.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/15_Hegasy_Nobel_Prize_2020_HepC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Countries_Most_Affected_by_Hepatitis_C_in_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/En.Wikipedia-VideoWiki-Hepatitis_C.webm']"
Independent pieces,Not found on Wikipedia,['Image not found']
Protons,Not found on Wikipedia,['Image not found']
Chicken pox,Not found on Wikipedia,['Image not found']
Drain,Drain may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Females,Not found on Wikipedia,['Image not found']
Walls,Walls may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lizard,"Lizards are a widespread group of squamate reptiles, with over 7,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.","['https://upload.wikimedia.org/wikipedia/commons/a/a8/AZ_Gila_Monster_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Amphisbaena_microcephalum_1847_-_white_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Anguidae.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Anguis_fragilis_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bearded_Dragon_Skeleton.jpg']"
Rough environment,Not found on Wikipedia,['Image not found']
Y chromosomes,Not found on Wikipedia,['Image not found']
Low lying countries,Not found on Wikipedia,['Image not found']
Wrap,"Wrap, WRAP or Wrapped may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Conversion,Conversion or convert may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
5 m,Not found on Wikipedia,['Image not found']
End,"End, END, Ending, or variation, may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
samples,Not found on Wikipedia,['Image not found']
Breastbones,Not found on Wikipedia,['Image not found']
Egg production,Not found on Wikipedia,['Image not found']
Substances around it,Not found on Wikipedia,['Image not found']
Bio-gas,Not found on Wikipedia,['Image not found']
Fragment,Fragment may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Talks,Not found on Wikipedia,['Image not found']
Cultivable lands,Not found on Wikipedia,['Image not found']
Ovule,"In seed plants, the ovule is the structure that gives rise to and contains the female reproductive cells.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Embryosac-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Embryosack_Polygonum_Lilium.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Modellreihe_von_Grundformen_der_Samenanlagen_-Brendel_Nr._164-166-.jpg']"
Wilhelm Roentgen,Not found on Wikipedia,['Image not found']
Marshy areas,Not found on Wikipedia,['Image not found']
g,"G, or g, is the seventh letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/7/76/BSL_letter_G.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Braille_G7.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Camelus_bactrianus-sil.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Early_Etruscan_C.svg']"
Station,Station may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Aquaponic system,Not found on Wikipedia,['Image not found']
Bonds,Not found on Wikipedia,['Image not found']
Tincture iodine,Not found on Wikipedia,['Image not found']
Flood control embankment,Not found on Wikipedia,['Image not found']
Composting pits,Not found on Wikipedia,['Image not found']
Multiples,Not found on Wikipedia,['Image not found']
Electronic,Electronic may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
International rivers,Not found on Wikipedia,['Image not found']
Tiny water droplets,Not found on Wikipedia,['Image not found']
Transparent front part,Not found on Wikipedia,['Image not found']
Small fish,Not found on Wikipedia,['Image not found']
milliliter,Not found on Wikipedia,['Image not found']
Straight way,Not found on Wikipedia,['Image not found']
Tap water,"Tap water (also known as faucet water, running water, or municipal water) is water supplied through a tap, a water dispenser valve.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Clean_water_for_a_village_in_West_Lombok_%2810686572086%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Contractions,Not found on Wikipedia,['Image not found']
Vacant spaces,Not found on Wikipedia,['Image not found']
Elecrostatic forces,Not found on Wikipedia,['Image not found']
Red pigments,"Red pigments are materials, usually made from minerals,  used to create the red colors in painting and other arts.","['https://upload.wikimedia.org/wikipedia/commons/1/1e/Alizarin-sample.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Cinnabar-172403.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Dahuting_Eastern_Han_Tombs_Mural_-_24.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Detail_of_The_Emperor%27s_Approach%2C_Xuande_period.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Grande_e_general_estoria_%28c%C3%B3dice_del_Escorial%29.jpg']"
Limewater,Limewater is a saturated aqueous solution of calcium hydroxide.,"['https://upload.wikimedia.org/wikipedia/commons/d/d1/Dying_Gaul_%28casting_in_Pushkin_museum%29_04_by_shakko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/HCl_%2B_Ca%28CO3%292_expt.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Limewater.jpg']"
Earlier generations,Not found on Wikipedia,['Image not found']
The Earth,Not found on Wikipedia,['Image not found']
Plant root,Not found on Wikipedia,['Image not found']
Pinewood,Pinewood may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Plants 1,Not found on Wikipedia,['Image not found']
Sand wind,Not found on Wikipedia,['Image not found']
Female body,Not found on Wikipedia,['Image not found']
Powdered glass,Not found on Wikipedia,['Image not found']
0 ºC,Not found on Wikipedia,['Image not found']
Pregnant lady,Not found on Wikipedia,['Image not found']
One,Not found on Wikipedia,['Image not found']
Colloidal solutions,Not found on Wikipedia,['Image not found']
3.0 m s–2,Not found on Wikipedia,['Image not found']
Squamous epithelium,Not found on Wikipedia,['Image not found']
Techniques of genetic engineering,Not found on Wikipedia,['Image not found']
Germination,Germination is the process by which an organism grows from a seed or spore.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/3D-visualization_of_Aspergillus_niger_spore_germination.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Horticulture_Tray3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Mung_bean_germination.ogv']"
Sun hemp,Not found on Wikipedia,['Image not found']
Asiatic wild ass,Not found on Wikipedia,['Image not found']
Needs,Not found on Wikipedia,['Image not found']
Temperature record,Not found on Wikipedia,['Image not found']
20 km h-1,Not found on Wikipedia,['Image not found']
Chlorides,Not found on Wikipedia,['Image not found']
Harmful and smelly substances,Not found on Wikipedia,['Image not found']
Albert Einstein,"Albert Einstein ( EYEN-styne; German: [ˈalbɛʁt ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist, widely acknowledged to be one of the greatest and most influential physicists of all time.","['https://upload.wikimedia.org/wikipedia/commons/4/46/03_ALBERT_EINSTEIN.ogg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/19191125_A_New_Physics_Based_on_Einstein_-_The_New_York_Times.png', 'https://upload.wikimedia.org/wikipedia/commons/3/37/1919_eclipse_positive.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Albert_Einstein%27s_exam_of_maturity_grades_%28color2%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Albert_Einstein_%28Nobel%29.png']"
Fertile soil,Not found on Wikipedia,['Image not found']
Other purposes,Not found on Wikipedia,['Image not found']
Mechanism of breathing,Not found on Wikipedia,['Image not found']
Hiroshima,"Hiroshima (広島市, Hiroshima-shi, , also UK: , US: , Japanese: [çiɾoɕima]) is the capital of Hiroshima Prefecture in Japan.","['https://upload.wikimedia.org/wikipedia/commons/8/89/20100722_Hiroshima_Peace_Memorial_Park_4478.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/An_Overview_of_Hiroshima_and_the_Hiroshima_Memorial_Peace_Park_as_Seen_From_a_Hotel_Rooftop_as_Secretary_Kerry_Visited_the_City_%2826370244825%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Asia_laea_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Asian_Games_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Astram_line_6122_at_Omachi_station.jpg']"
Ft,Not found on Wikipedia,['Image not found']
Butanol,"Butanol (also called butyl alcohol) is a four-carbon alcohol with a formula of C4H9OH, which occurs in five isomeric structures (four structural isomers), from a straight-chain primary alcohol to a branched-chain tertiary alcohol; all are a butyl or isobutyl group linked to a hydroxyl group (sometimes represented as BuOH, n-BuOH, i-BuOH, and t-BuOH).","['https://upload.wikimedia.org/wikipedia/commons/6/6b/1-Butanol_skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/2-butanol_Line-Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Isobutanol.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Propen_Hydroformylierung_zu_Butanol.svg']"
2 A,Not found on Wikipedia,['Image not found']
Neutral drink,Not found on Wikipedia,['Image not found']
Embedding embryo,Not found on Wikipedia,['Image not found']
Law of definite proportions,"In chemistry, the law of definite proportions, sometimes called Proust's law or the law of constant composition, states that a given ",['Image not found']
Refractive defects,Not found on Wikipedia,['Image not found']
Gap XY,Not found on Wikipedia,['Image not found']
Renewable fuel,Not found on Wikipedia,['Image not found']
Male baby,Not found on Wikipedia,['Image not found']
Reversible process,Not found on Wikipedia,['Image not found']
Mats,Not found on Wikipedia,['Image not found']
Brass,"Brass is an alloy of copper (Cu) and zinc (Zn), in proportions which can be varied to achieve different colours and mechanical, electrical, and chemical properties, but copper typically has the larger proportion.","['https://upload.wikimedia.org/wikipedia/commons/6/62/00_BMA_Automation_Sampling_cock.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Arte_yoruba%2C_nigeria%2C_testa_da_ife%2C_12-15mo_secolo.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/BrassSCC1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Brass_lectern_in_the_form_of_an_eagle_attributed_to_Aert_van_Tricht_the_Elder%2C_Limburg_%28Netherlands%29%2C_c._1500%2C_The_Cloisters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Treatment plants,Not found on Wikipedia,['Image not found']
Fertile land,Not found on Wikipedia,['Image not found']
Hridita,Not found on Wikipedia,['Image not found']
Stamens,Not found on Wikipedia,['Image not found']
Municipal authority,Not found on Wikipedia,['Image not found']
Different layers,Not found on Wikipedia,['Image not found']
Diagrams,Not found on Wikipedia,['Image not found']
Odourless,Not found on Wikipedia,['Image not found']
