Entity,Definition,Images
Beijing,"Beijing ( bay-JING; Chinese: 北京; pinyin: Běijīng; Mandarin pronunciation: [pèɪ.tɕíŋ] (listen)), alternatively romanized as Peking ( pee-KING), is the capital of the People's Republic of China.","['https://upload.wikimedia.org/wikipedia/commons/f/f6/01_111_and_01_031_at_Yangzha_Middle_School_%2820211027075355%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/11_Temple_of_Heaven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/2008_Summer_Olympics_opening_ceremony_-_Fireworks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/2014.08.19.110005_Great_Wall_Badaling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/20200110_Hall_of_Supreme_Harmony_courtyard-1.jpg']"
National CURRICULUM and TEXTBOOK Board,Not found on Wikipedia,['Image not found']
Pure water,Not found on Wikipedia,['Image not found']
Biodegradable plastics,Not found on Wikipedia,['Image not found']
Light fixture,"A light fixture (US English), light fitting (UK English), or luminaire is an electrical device containing an electric lamp that provides illumination.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/%22Daffodil%22_lamp_MET_DP-16377-003.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/-44_Light_fixture.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Antonin_daum_e_louis_majorelle%2C_lampade_a_tre_braccia_dente_di_leone%2C_1902.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Antonin_daum_e_louis_majorelle%2C_lampade_a_tre_braccia_magnolia%2C_1903%2C_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Risky abortion,Not found on Wikipedia,['Image not found']
Specific gravity,Not found on Wikipedia,['Image not found']
Ironing,"Ironing is the use of an iron, usually heated, to remove wrinkles and unwanted creases from fabric.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Bundesarchiv_B_145_Bild-F001163-0012%2C_K%C3%B6ln%2C_Textilfabrik_Bierbaum-Proenen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Flat-iron-stove_2.jpg']"
Pakshi Bridge,Not found on Wikipedia,['Image not found']
Figures of population,Not found on Wikipedia,['Image not found']
South Holland,"South Holland (Dutch: Zuid-Holland [ˌzœyt ˈɦɔlɑnt] (listen)) is a province of the Netherlands with a population of over 3.7 million as of October 2021 and a population density of about 1,373/km2 (3,560/sq mi), making it the country's most populous province and one of the world's most densely populated areas.","['https://upload.wikimedia.org/wikipedia/commons/d/da/2013-Top33-P08-Zuid-Holland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/290_Zuid-Holland.ogg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bollenvelden_bij_De_Zilk.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/ECT_waalhaven_bij_nacht.jpg']"
Shop,Shop or shopping  refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Magnesium,Magnesium is a chemical element with the symbol Mg and atomic number 12.,"['https://upload.wikimedia.org/wikipedia/commons/9/90/Bundesarchiv_Bild_102-12062%2C_Wasserreiter_mit_Magnesiumfackeln.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Burning_Magnesium_Block%21.ogv', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/CSIRO_ScienceImage_2893_Crystalised_magnesium.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Cold_rolling_of_Mg_and_Mg-1Al-0.1Ca.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
DNA transformation,Not found on Wikipedia,['Image not found']
Bes,"Bes (; also spelled as Bisu, Coptic: Ⲃⲏⲥ), together with his feminine counterpart Beset, is an ancient Egyptian deity worshipped as a protector of households and, in particular, of mothers, children, and childbirth.","['https://upload.wikimedia.org/wikipedia/commons/2/2a/Amulet_of_the_God_Bes_MET_DP109383.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Bell_in_the_form_of_Bes_MET_DP239403_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Bes_and_Beset-E_11138-IMG_8039-gradient.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Cosmetic_Container_in_the_Form_of_a_Bes-image_MET_DP112565.jpg']"
Silver,"Silver is a chemical element with the symbol Ag (from Latin  argentum 'silver', derived from the Proto-Indo-European h₂erǵ 'shiny, white') and atomic number 47.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/6852_les_deniers_de_judas.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Ag-Au-Cu-colours-english.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Ag_atomic_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/American_Silver_Eagle%2C_obverse%2C_2004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Coffeepot_MET_DP103144_%28cropped%29%2C.jpg']"
Low-density lipoprotein,Low-density lipoprotein (LDL) is one of the five major groups of lipoprotein that transport all fat molecules around the body in extracellular water.,"['https://upload.wikimedia.org/wikipedia/commons/f/f0/Atheroma.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Urine test,A urine test is any medical test performed on a urine specimen.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Trace_metal-free_24_hour_urine_container.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Urine_Quicktest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Urine_cultured_on_Oxoid_Brilliance_UTI_Agar_plate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Urine_sample_for_Culture_and_Sensitivity.jpg']"
California University,California University may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Mail,"The mail or post is a system for physically transporting postcards, letters, and parcels.","['https://upload.wikimedia.org/wikipedia/commons/b/b8/APC_77598_Webster_Texas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Anselm_Franz_von_Thurn_und_Taxis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Bundesarchiv_Bild_183-R36070%2C_Luftpost.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Cartica.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Nunfall,Not found on Wikipedia,['Image not found']
Central America,Central America (Spanish: América Central [aˈmeɾika senˈtɾal] (listen) or Centroamérica [sentɾoaˈmeɾika] (listen)) is a subregion of the Americas.,"['https://upload.wikimedia.org/wikipedia/commons/6/6c/4-_Vue_San_Jose.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/A_and_B_Larsen_orchids_-_Cattleya_skinneri_574-24.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/A_big_Mahogany_tree.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Aerials_Belize_WHwy_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Age_of_Consent_-_Central_America.svg']"
Driving,"Driving is the controlled operation and movement of a vehicle, including cars, motorcycles, trucks, buses, and bicycles.","['https://upload.wikimedia.org/wikipedia/commons/5/50/Chang%27an_avenue_in_Beijing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Convertible_Mercedes_Car_Driving_On_A_Highway.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Driving_to_top_of_Mt_Washington_1899.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Ferrari_F430_Scuderia_in_2012.jpg']"
Thomas Carlyle,"Thomas Carlyle (4 December 1795 – 5 February 1881) was a British essayist, historian, and philosopher from the Scottish Lowlands.","['https://upload.wikimedia.org/wikipedia/commons/5/53/Arched_House%2C_Ecclefechan_%28Thomas_Carlyle%27s_birthplace%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Blue_China_Beerbohm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Carlyle_%28right%29_and_Tennyson_talking_and_smoking.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Carlyle_Maclise_Original.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Carlyle_Woodcut.jpg']"
Mcrgy,Not found on Wikipedia,['Image not found']
Lake Eric,Not found on Wikipedia,['Image not found']
Runoff,"Runoff, run-off or RUNOFF may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Potential hazard,Not found on Wikipedia,['Image not found']
Nami,"Nami (Arabic: نامي, Japanese: 波 ('wave'), 並 ('regular'), etc.) may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
"Yes, it is possible",Not found on Wikipedia,['Image not found']
Cultivable land,Not found on Wikipedia,['Image not found']
Water for Life 45 Distillation,Not found on Wikipedia,['Image not found']
Blood donation,A blood donation occurs when a person voluntarily has blood drawn and used for transfusions and/or made into biopharmaceutical medications by a process called fractionation (separation of whole blood components).,"['https://upload.wikimedia.org/wikipedia/commons/c/c3/Blood_Donation_12-07-06_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Blood_Donation_12-07-06_2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Blood_Donor_Health_Screening_Report.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Blood_Research-_Saving_Lives_%288384%29_%289759061442%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Blood_donation_at_Fleet_Week_USA.jpg']"
Continuoua beating,Not found on Wikipedia,['Image not found']
Coca cola,Not found on Wikipedia,['Image not found']
Reuse of Resources if Possible,Not found on Wikipedia,['Image not found']
Educationist,Not found on Wikipedia,['Image not found']
Candy,"Candy, also called sweets (British English) or lollies (Australian English, New Zealand English), is a confection that features sugar as a principal ingredient.","['https://upload.wikimedia.org/wikipedia/commons/d/d4/2018_05_Fudge_IMG_1913.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/300x300_choc_rose_cake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Bar_of_Guittard_chocolate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Batasha_sweets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Butterscotch-Candies.jpg']"
Natural music,Not found on Wikipedia,['Image not found']
Proton,"A proton is a stable subatomic particle, symbol p, H+, or 1H+ with a positive electric charge of +1 e (elementary charge).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Hydrogen.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/NuclearReaction.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Proton_detected_in_an_isopropanol_cloud_chamber.jpg']"
Computer mouse,"A computer mouse (plural mice, also mouses) is a hand-held pointing device that detects two-dimensional motion relative to a surface.","['https://upload.wikimedia.org/wikipedia/commons/2/22/3-Tasten-Maus_Microsoft.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/6D_%28axsotic%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/A_computer_mouse%2C_black_and_white%2C_retouched%2C_keyboard_visible_in_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Apple-mouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Apple_Macintosh_Plus_mouse.jpg']"
Subvein,Not found on Wikipedia,['Image not found']
Boiling,Boiling is the rapid phase transition from liquid to gas or vapor; the reverse of boiling is condensation.,"['https://upload.wikimedia.org/wikipedia/commons/d/dd/Boiling_water_-_close_up_%28short_shutter_speed%29.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Flickr_-_cyclonebill_-_Pasta_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg']"
Ninth grade,Ninth grade (also 9th Grade or Grade 9) is the ninth year of formal or compulsory education.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Pennsylvania,"Pennsylvania ( (listen); Pennsylvania German: Pennsilfaani), officially the Commonwealth of Pennsylvania, is a state spanning the Mid-Atlantic, Northeastern, Appalachian, and Great Lakes regions of the United States.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/%22Pennsylvania%22_-_Regional_anthem_of_Pennsylvania.ogg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/1999_PA_Proof.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Allentown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Amtrak_%22Pennsylvanian%22_on_Horseshoe_Curve_%288991394046%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Benjamin_Franklin_statue_in_front_of_College_Hall.JPG']"
Signal computer,Not found on Wikipedia,['Image not found']
HIV,The human immunodeficiency viruses (HIV) are two species of Lentivirus (a subgroup of retrovirus) that infect humans.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Fran%C3%A7oise_Barr%C3%A9-Sinoussi-press_conference_Dec_06th%2C_2008-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Gallo%2C_Robert_C._%283%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/HI-virion-structure_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/HIV-SIV-phylogenetic-tree_straight.svg']"
Congenital disorder,Not found on Wikipedia,['Image not found']
Weaving,Weaving is a method of textile production  in which two distinct sets of yarns or threads are interlaced at right angles to form a fabric or cloth.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Andean_Weaving_Museum_of_Anthropology_UBC_Vancouver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
2 c,Not found on Wikipedia,['Image not found']
Uterus,"The uterus (from Latin uterus, plural uteri) or womb () is the organ in the reproductive system of most female mammals, including humans, that accommodates the embryonic and fetal development of one or more embryos until birth.","['https://upload.wikimedia.org/wikipedia/commons/9/97/3D_Medical_Animation_Uterus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Endometrial_fluid_accumulation%2C_postmenopausal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Figure_28_02_01.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Gray1161.png']"
Bleeding,"Bleeding, hemorrhage, haemorrhage or blood loss, is blood escaping from the circulatory system from damaged blood vessels.","['https://upload.wikimedia.org/wikipedia/commons/e/e6/Bleeding_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Eye_hemorrhage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Pulmonary_haemorrhage_-_high_mag.jpg']"
Document,"A document is a written, drawn, presented, or memorialized representation of thought, often the manifestation of non-fictional, as well as fictional, content.","['https://upload.wikimedia.org/wikipedia/commons/1/1c/Bundesverfassung_Schweiz%2C_auf_blauen_Untergrund.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/GigaMesh_Screenshot_20190514_Salmanasssar_III_Tablet_Fragment.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/LIS_SidebarPicture.png', 'https://upload.wikimedia.org/wikipedia/commons/5/50/LL_Zamenhof_birth_certificate.jpg']"
Prior preparation for flood,Not found on Wikipedia,['Image not found']
Old age,Old age is the range of ages nearing and surpassing the life expectancy of human beings; it is the end of the human life cycle.,"['https://upload.wikimedia.org/wikipedia/commons/e/ec/Altenpflege_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Altenpflege_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/An_Old_Man_by_Rezowan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Blake_London.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/BuddhistMonk02.jpg']"
Rest,Restdelete or REST may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Water depth,Not found on Wikipedia,['Image not found']
Trans genesis,Not found on Wikipedia,['Image not found']
Circulatory system,"The blood circulatory system is a system of organs that includes the heart, blood vessels, and blood which is circulated throughout the entire body of a human or other vertebrate.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/2101_Blood_Flow_Through_the_Heart.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/2105_Capillary_Bed.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/2119_Pulmonary_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Arteria-lusoria_MRA_MIP.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Blood_oxygenation_to_the_pulmonary_and_systemic_circulation.svg']"
Generation,"A generation refers to all of the people born and living at about the same time, regarded collectively.","['https://upload.wikimedia.org/wikipedia/commons/e/e8/%22Gera%C3%A7%C3%A3o_%C3%A0_Rasca%22_Banner.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Baby_Mother_Grandmother_and_Great_Grandmother.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Generation_timeline.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Lynch_Armenia_Five_generations.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
What to Do Before an Earthquake,Not found on Wikipedia,['Image not found']
Wind speed,"In meteorology, wind speed, or wind flow speed, is a fundamental atmospheric quantity caused by air moving from high to low pressure, usually due to changes in temperature.","['https://upload.wikimedia.org/wikipedia/commons/9/97/Anemometer-Animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Anemometer_on_stage_set.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/FT742-DM_Acoustic_resonance_wind_sensor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Temperate climate,"In geography, the temperate climates of Earth occur in the middle latitudes (23.5° to 66.5° N/S of Equator), which span between the tropics and the polar regions of Earth.","['https://upload.wikimedia.org/wikipedia/commons/8/8e/Cs_climate.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Global_tropical_cyclone_tracks-edit2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Koppen-Geiger_Map_C_present.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Koppen_World_Map_Cfb_Cfc_Cwb_Cwc.png']"
Century,A century is a period of 100 years.,"['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Marine_sandglass_MMM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Districts of Bangladesh,The divisions of Bangladesh are divided into 64 districts or zila.,"['https://upload.wikimedia.org/wikipedia/commons/2/28/BD_Map_admin.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Bangladesh_divisions_english.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Bangladesh_flag_bar.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_the_Jatiyo_Sangsad.png']"
We walk ourselves,Not found on Wikipedia,['Image not found']
Pretlervation of Food,Not found on Wikipedia,['Image not found']
Saliva,Saliva (commonly referred to as spit) is an extracellular fluid produced and secreted by salivary glands in the mouth.,"['https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/OakDoNotSpitOnFloor.jpg']"
Embryo,An embryo is an initial stage of development of a multicellular organism.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Embryo_7_weeks_after_conception.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Embryonic_development_of_a_salamander%2C_filmed_in_the_1920s.ogv', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Ginkgo_embryo_and_gametophyte.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Whi'1h,Not found on Wikipedia,['Image not found']
Defects of eye,Not found on Wikipedia,['Image not found']
Scientist,"A scientist is a person who researches to advance knowledge in an area of the natural sciences.In classical antiquity, there was no real ancient analog of a modern scientist.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Albert_Einstein_photo_1921.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Alessandro_Volta.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/CMB_Timeline_No_Labels_or_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Enrico_Fermi_1943-49.jpg']"
1he vision,Not found on Wikipedia,['Image not found']
Fertilisation,"Fertilisation or fertilization (see spelling differences), also known as generative fertilisation, syngamy and impregnation, is the fusion of gametes to give rise to a new individual organism or offspring and initiate its development.","['https://upload.wikimedia.org/wikipedia/commons/8/83/Acrosome_reaction_diagram_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/DEV035048A.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Frogspawn_closeup.jpg']"
Physical quantity,A physical quantity is a physical property of a material or system that can be quantified by measurement.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Unbalanced_scales.svg']"
Ore,"Ore is natural rock or sediment that contains one or more valuable minerals concentrated above background levels, typically containing metals, that can be mined, treated and sold at a profit.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Anglesite-Galena-249200.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Banded_iron_formation.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Classic_VMS_Deposit2.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Causes of stroke,Not found on Wikipedia,['Image not found']
Speech,Speech is a human vocal communication using language.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/BrocasAreaSmall.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Encoding_communication.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Globe_of_letters.svg']"
Scattcrcd,Not found on Wikipedia,['Image not found']
Electric power,Electric power is the rate at which electrical energy is transferred by an electric circuit.,"['https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Electric_load_animation_2.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Electric_power_source_animation_2.gif']"
Magnetic resonance imaging,Magnetic resonance imaging (MRI) is a medical imaging technique used in radiology to form pictures of the anatomy and the physiological processes of the body.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/1206_FMRI.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Audio-input-microphone.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Axial_DIR_MRI_of_a_brain_with_multiple_sclerosis_lesions.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Breast_dce-mri.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Cerebral_infarction_after_4_hours_on_ADC_MRI.jpg']"
Ammunition,"Ammunition is the material fired, scattered, dropped,  or detonated from any weapon or weapon system.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/14in_shells_on_deck_of_USS_New_Mexico_%28BB-40%29_in_1944.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/A_close_up_of_0.50_Caliber_%2812.7_mm%29_Browning_Ball_M33_Ammunition_loaded_onto_a_Browning_M2_HB_0.50_caliber_heavy_machine.JPEG', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Battery_Rodgers_magazine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/IMI120shells.jpg']"
