Entity,Definition,Images
Sea animal,Not found on Wikipedia,[]
Ocean,The ocean (also the sea or the world ocean) is the body of salt water that covers approximately 70.8% of the Earth and contains 97% of Earth's water.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Antarctic_bottom_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Bay_of_Fundy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Beach_plastic_waste_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Beach_plastic_waste_9.jpg']"
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Sea animal,Not found on Wikipedia,[]
Breathing,"Breathing (or ventilation) is the process of moving air into and from the lungs to facilitate gas exchange with the internal environment, mostly to flush out carbon dioxide and bring in oxygen.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/Altitude_and_air_pressure_%26_Everest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Austrian_Future_Cup_2018-11-24_Group_3_Rotation_3_Parallel_bars_%28Martin_Rulsch%29_056.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Bak%C3%B3_%C3%81rp%C3%A1d_-_Milagro_%28Santana_Tribute%29_egy%C3%BCttes%2C_Miskolc%2C_2015.02.07_%288%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Breathing_Resistance.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Breathing_abnormalities.svg']"
Lake,"A lake is a naturally occurring, relatively large body of water localized in a basin completely surrounded by dry land, with much slower-moving flow than any inflow or outflow streams that serve to feed or drain it.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Badwater_tm5_2007046.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Caspian_Sea_from_orbit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/China_Hangzhou_Westlake-8.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Plant,Plants are predominantly photosynthetic eukaryotes of the kingdom Plantae.,"['https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Eenbruinigherfstblad.jpg']"
Leaf,"A leaf is a principal appendage of the stem of a vascular plant, usually borne laterally aboveground and specialized for photosynthesis.","['https://upload.wikimedia.org/wikipedia/commons/c/c7/%28Ziziphus_jujuba%29_Foliage_at_Ammuguda_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/3D_rendering_of_a_micro_CT_scan_of_a_piece_of_dried_leaf..ogv', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Acer_Truncatum_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Adiantum_cunninghamii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Berberis_gagnepainii_thorn.jpg']"
Water,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent).","['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Pond,"A pond is a small, still, land-based body of water formed by pooling inside a depression, either naturally or artificially.","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Atchafalaya_Basin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Central_City_Park%2C_pond%2C_circa_1877_-_DPLA_-_cc8aa37aab5110ef47c1df80638969a5.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Central_Park%2C_The_Pond%2C_July_30_2020_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Claude_Monet_-_Water_Lilies_-_1906%2C_Ryerson.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Cornjum%2C_Martenastate_010.jpg']"
Back,Not found on Wikipedia,[]
Water,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent).","['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Plant,Plants are predominantly photosynthetic eukaryotes of the kingdom Plantae.,"['https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Eenbruinigherfstblad.jpg']"
Plant,Plants are predominantly photosynthetic eukaryotes of the kingdom Plantae.,"['https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Eenbruinigherfstblad.jpg']"
Aquatic plant,Aquatic plants are plants that have adapted to living in aquatic environments (saltwater or freshwater).,"['https://upload.wikimedia.org/wikipedia/commons/7/7e/Atchafalaya_Basin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/CeratophyllumSubmersum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Eriocaulon_aquaticum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Estuary-mouth.jpg']"
Living,Living or The Living may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Table (furniture),"A table is an item of furniture with a raised flat top and is supported most commonly by 1 or 4 legs (although some can have more), used as a surface for working at, eating from or on which to place things.","['https://upload.wikimedia.org/wikipedia/commons/5/5c/000_Roman_Table_foot_MNIR_IMG_6329.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/da/2008-05-30_Glass_table_with_chairs_on_patio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/BLW_Table.jpg']"
Edward Lear,"Edward Lear (12 May 1812 – 29 January 1888) was an English artist, illustrator, musician, author and poet, who is known mostly for his literary nonsense in poetry and prose and especially his limericks, a form he popularised.His principal areas of work as an artist were threefold: as a draughtsman employed to make illustrations of birds and animals; making coloured drawings during his journeys, which he reworked later, sometimes as plates for his travel books; and as a (minor) illustrator of Alfred, Lord Tennyson's poems.","['https://upload.wikimedia.org/wikipedia/commons/6/61/1862ca-a-book-of-nonsense--edward-lear-001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Ara_macao_-painting_by_Edward_Lear.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Castello_di_Celano_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Eagleowl.jpg']"
Coin,"A coin is a small object, usually round and flat, used primarily as a medium of exchange or legal tender.","['https://upload.wikimedia.org/wikipedia/commons/1/12/10cts1879.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/1884_trade_dollar_rev.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/1924_East_African_1_cent_coin_reverse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/2019_American_Silver_Eagle_and_1943_Walking_Liberty_Half_dollar_side_by_side.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/20franctrimetalrev.jpg']"
New Delhi,"New Delhi ( (listen), Hindi: [ˈnəiː ˈdɪlːiː], Naī Dillī) is the capital of India and a part of the National Capital Territory of Delhi (NCT).","['https://upload.wikimedia.org/wikipedia/commons/0/04/2015_Air_pollution_in_New_Delhi_%28AQI%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/A_view_of_an_illuminated_Parliament_House%2C_during_the_Beating_the_Retreat_Ceremony%2C_in_New_Delhi_on_January_29%2C_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Asian_Games_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Commonwealth-Games-2010-Opening-Ceremony.jpg']"
Car,A car or automobile is a motor vehicle with wheels.,"['https://upload.wikimedia.org/wikipedia/commons/7/73/07-08_Chevrolet_Suburban_LT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/1885Benz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/1923_Ford_Model_T_UPS_interior.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/2011_Nissan_Leaf_SL_--_10-28-2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/2011_Toyota_Corolla_--_NHTSA.jpg']"
Animal size,Not found on Wikipedia,[]
Organism,"In biology, an organism (from Ancient Greek  ὄργανον (órganon) 'instrument, implement, tool', and  -ισμός (-ismós)) is any living system that functions as an individual entity.","['https://upload.wikimedia.org/wikipedia/commons/2/2e/Amoeba_%28Am%C3%B6be%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Celltypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/EscherichiaColi_NIAID.jpg']"
Chair,"A chair is a type of seat, typically designed for one person and consisting of one or more legs, a flat or slightly angled seat and a back-rest.","['https://upload.wikimedia.org/wikipedia/commons/1/17/Bar_Stools_%2849907001456%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Cadeira_Palmetal_-_Modelo_I_-_Preta_-_Simples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Coronation_Chair_-_geograph.org.uk_-_1195395.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Eameslounch.jpg']"
Cock,Cock or cocks most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Plant growth,Not found on Wikipedia,[]
Plant,Plants are predominantly photosynthetic eukaryotes of the kingdom Plantae.,"['https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Eenbruinigherfstblad.jpg']"
Bird,"Birds are a group of warm-blooded vertebrates constituting the class Aves (), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/17.6-24-1974-Cuerda-seca-flisepanel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/A_monograph_of_the_Bucerotid%C3%A6%2C_or_family_of_the_hornbills_%28Plate_II%29_%28white_background%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Aegotheles_savesi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/African_Scops_owl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Anchiornis_feathers.jpg']"
Growth,Growth may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Australasia,"Australasia (Māori: Atareira) is a region that comprises Australia, New Zealand and some neighbouring islands in the Pacific Ocean.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Location_Australasia_cylindrical.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Oceanias_Regions.png']"
Life,"Life is a quality that distinguishes matter that has biological processes, such as signaling and self-sustaining processes, from matter that does not, and is defined by the capacity for growth, reaction to stimuli, metabolism, energy transformation, and reproduction.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/20100422_235222_Cyanobacteria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/A_lather-like_hierarchy_of_lifeness..png', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Adenovirus_transmission_electron_micrograph_B82-0142_lores.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Aerial_image_of_Grand_Prismatic_Spring_%28view_from_the_south%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Aristotelian_Soul.png']"
Respiration,Respiration may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Air,Not found on Wikipedia,[]
Carbon,Carbon (from Latin  carbo 'coal') is a chemical element with the symbol C and atomic number 6.,"['https://upload.wikimedia.org/wikipedia/commons/a/ad/Akiba%27s_%22hypervalent_carbon%22_compound.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Antoine_lavoisier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Asterisks_two.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Auto-and_heterotrophs.png']"
Breathing,"Breathing (or ventilation) is the process of moving air into and from the lungs to facilitate gas exchange with the internal environment, mostly to flush out carbon dioxide and bring in oxygen.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/Altitude_and_air_pressure_%26_Everest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Austrian_Future_Cup_2018-11-24_Group_3_Rotation_3_Parallel_bars_%28Martin_Rulsch%29_056.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Bak%C3%B3_%C3%81rp%C3%A1d_-_Milagro_%28Santana_Tribute%29_egy%C3%BCttes%2C_Miskolc%2C_2015.02.07_%288%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Breathing_Resistance.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Breathing_abnormalities.svg']"
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Organism,"In biology, an organism (from Ancient Greek  ὄργανον (órganon) 'instrument, implement, tool', and  -ισμός (-ismós)) is any living system that functions as an individual entity.","['https://upload.wikimedia.org/wikipedia/commons/2/2e/Amoeba_%28Am%C3%B6be%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Celltypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/EscherichiaColi_NIAID.jpg']"
Food,Food is any substance consumed by an organism for nutritional support.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/Aquatic_food_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Channelcat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Foods_%28cropped%29.jpg']"
Food,Food is any substance consumed by an organism for nutritional support.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/Aquatic_food_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Channelcat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Foods_%28cropped%29.jpg']"
Energy,"In physics, energy (from Ancient Greek  ἐνέργεια (enérgeia) 'activity') is the quantitative property that is transferred to a body or to a physical system, recognizable in the performance of work and in the form of heat and light.","['https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Energy_Arc_%28central_electrode_of_a_Plasma_Lamp%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Energy_and_life.svg']"
Islam,"Islam (; Arabic: ۘالِإسلَام, al-ʾIslām [ɪsˈlaːm] (listen), transl. ""Submission [to God]"") is an Abrahamic monotheistic religion centered around the Quran and the teachings of Muhammad.","['https://upload.wikimedia.org/wikipedia/commons/2/28/112.AlIkhlas-MisharyRashedAlafasy.ogg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/13._Session_of_the_Islamic_Summit_Conference.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/1_great_mosque_xian_2011.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/A_packed_house_-_Flickr_-_Al_Jazeera_English.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg']"
Growth,Growth may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Child,"A child (plural: children) is a human being between the stages of birth and puberty, or between the developmental period of infancy and puberty.","['https://upload.wikimedia.org/wikipedia/commons/0/03/2012_Infant_mortality_rate_per_1000_live_births%2C_under-5%2C_world_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/African_child.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Boys_in_front_of_the_movie_theatre_on_Dundas_Street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Child.ogg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Child_Protection_and_Developement_Center_2.jpg']"
Organism,"In biology, an organism (from Ancient Greek  ὄργανον (órganon) 'instrument, implement, tool', and  -ισμός (-ismós)) is any living system that functions as an individual entity.","['https://upload.wikimedia.org/wikipedia/commons/2/2e/Amoeba_%28Am%C3%B6be%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Celltypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/EscherichiaColi_NIAID.jpg']"
Biological process,"Biological processes are those processes that are vital for an organism to live, and that shape its capacities for interacting with its environment.",[]
Skin,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation.Other animal coverings, such as the arthropod exoskeleton, have different developmental origin, structure and chemical composition.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png']"
Oxygen,Oxygen is the chemical element with the symbol O and atomic number 8.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/A_setup_for_preparation_of_Oxygen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Acetone-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Antoine_lavoisier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Apollo_1_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Clabecq_JPG01.jpg']"
Oxygen,Oxygen is the chemical element with the symbol O and atomic number 8.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/A_setup_for_preparation_of_Oxygen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Acetone-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Antoine_lavoisier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Apollo_1_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Clabecq_JPG01.jpg']"
Respiration,Respiration may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Day,A day is the time period of a full rotation of the Earth with respect to the Sun.,"['https://upload.wikimedia.org/wikipedia/commons/c/c9/Adolf_Stademann_Flusslandschaft_im_Mondschein.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Decimal_Clock_face_by_Pierre_Daniel_Destigny_1798-1805.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/EpicEarth-Globespin-tilt-23.4.gif']"
Sharp object,Not found on Wikipedia,[]
Eye,Eyes are organs of the visual system.,"['https://upload.wikimedia.org/wikipedia/commons/c/c4/Bison_bonasus_right_eye_close-up.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Calliphora_vomitoria_Portrait.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Diagram_of_eye_evolution.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg']"
Food,Food is any substance consumed by an organism for nutritional support.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/Aquatic_food_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Channelcat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Foods_%28cropped%29.jpg']"
Middle East,"The Middle East (Arabic: الشرق الأوسط, ISO 233: ash-Sharq al-Awsat) is a geopolitical region commonly encompassing Arabia (including the Arabian Peninsula and Bahrain), Asia Minor (Asian part of Turkey except Hatay Province), East Thrace (European part of Turkey), Egypt, Iran, the Levant (including Ash-Shām and Cyprus), Mesopotamia (modern-day Iraq), and the Socotra Archipelago (a part of Yemen).","['https://upload.wikimedia.org/wikipedia/commons/4/4c/1911_Ottoman_Calendar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/5628442718_b10fc2c47f_o.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Abu_dhabi_skylines_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Attention,Attention in psychology is the concentration of awareness on some phenomenon to the exclusion of other stimuli.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Noun_Brain_Nithinan_2452319.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Scout_Girl_in_Concentration.jpg']"
