Entity,Definition,Images
Lens,A lens is a transmissive optical device that focuses or disperses a light beam by means of refraction.,"['https://upload.wikimedia.org/wikipedia/commons/b/b3/Astigmatism.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Barlow_lens.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Barrel_distortion.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/BiconvexLens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Chromatic_aberration_lens_diagram.svg']"
136 Science Food elements,Not found on Wikipedia,['Image not found']
Shapla,"Shapla, Bangla for a type of water lily, may refer to:",['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Drawing board,"A drawing board (also drawing table, drafting table or architect's table) is, in its antique form, a kind of multipurpose desk which can be used for any kind of drawing, writing or impromptu sketching on a large sheet of paper or for reading a large format book or other oversized document or for drafting precise technical illustrations (such as engineering drawings or architectural drawings).","['https://upload.wikimedia.org/wikipedia/commons/f/f9/Adjustable_Cedar_Board_Drawing_Board_side_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Architect.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Iron deficiency,"Iron deficiency, or sideropenia, is the state in which a body lacks enough iron to supply its needs.","['https://upload.wikimedia.org/wikipedia/commons/b/be/Heme_b.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Iron-deficiency_anaemia_world_map-Deaths_per_million_persons-WHO2012.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Iron-deficiency_anaemia_world_map_-_DALY_-_WHO2004.svg']"
Filaria,Filaria is a genus of nematodes belonging to the family Filariidae.The genus has cosmopolitan distribution.Species:,['https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png']
Less than,Not found on Wikipedia,['Image not found']
Wrong answer,Not found on Wikipedia,['Image not found']
Heat,"In thermodynamics, heat is defined as the form of energy crossing the boundary of a thermodynamic system by virtue of a temperature difference across the boundary.","['https://upload.wikimedia.org/wikipedia/commons/9/94/Black_Joseph.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Clausius-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg']"
Lighted match stick,Not found on Wikipedia,['Image not found']
Ton,Ton is the name of any one of several units of measure.,"['https://upload.wikimedia.org/wikipedia/commons/c/ca/One-ton_weight.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Protein,Proteins are large biomolecules and macromolecules that comprise one or more long chains of amino acid residues.,"['https://upload.wikimedia.org/wikipedia/commons/2/26/225_Peptide_Bond-01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Chaperonin_1AON.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Quran,"The Quran (, kuurr-AHN; vocalized Arabic: اَلْقُرْآنُ‎, Quranic Arabic: ٱلۡقُرۡءَانُ‎ al-Qurʾān [alqurˈʔaːn], 'the recitation'), also romanized Qur'an or Koran, is the central religious text of Islam, believed by Muslims to be a revelation from God.","['https://upload.wikimedia.org/wikipedia/commons/6/60/4.8-17-1990-Guld-koranside-recto-og-verso.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Alcoran_de_Mahomet_1647.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Allah3.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Birmingham_mushaf_Bismillah.png']"
Intimidation,"Intimidation is to ""make timid or make fearful""; or to induce fear.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Lemon,"The lemon (Citrus limon) is a species of small evergreen trees in the flowering plant family Rutaceae, native to Asia, primarily Northeast India (Assam), Northern Myanmar or China.The tree's ellipsoidal yellow fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, which has both culinary and cleaning uses.","['https://upload.wikimedia.org/wikipedia/commons/8/8d/Citrus_limon_-_Lemon_tree_-_Limonero_-_Limoeiro.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Citrus_x_limon_%27Variegated_Pink%27_-_Lemon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Citrus_x_limon_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-041.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg']"
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Positive,Positive is a property of positivity and may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Watercourse,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Larva,A larva (; plural larvae ) is a distinct juvenile form many  animals undergo before metamorphosis into adults.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Eurosta_solidaginis_larva.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Hercules_beetle_%28larva%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Micromus.aphids.2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
CytokinesiB,Not found on Wikipedia,['Image not found']
Bud,"In botany, a bud is an undeveloped or embryonic shoot and normally occurs in the axil of a leaf or at the tip of a stem.","['https://upload.wikimedia.org/wikipedia/commons/d/de/Alnus_glutinosa_bud_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Bud1web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Buds_of_Fraxinus_excelsior_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Coreopsis_tinctoria_cultivar_Uptick_Cream_and_Red_8.JPG']"
Free fall,"In Newtonian physics, free fall is any motion of a body where gravity is the only force acting upon it.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Drop_time.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Free-fall.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/MeteorAccGraph.jpg']"
Hereditary trait 1,Not found on Wikipedia,['Image not found']
Acid,An acid is a molecule or ion capable of either donating a proton (i.e.,"['https://upload.wikimedia.org/wikipedia/commons/9/96/Acetic-acid-dissociation-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Aminoacid.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Arrhenius2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Aspirin-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Hydrochloric_acid_ammonia.jpg']"
Abiotic factor,Not found on Wikipedia,['Image not found']
Air cavity,Not found on Wikipedia,['Image not found']
Garlic,Garlic (Allium sativum) is a species of bulbous flowering plant in the genus Allium.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/A_garlic_clove_and_its_head.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/All_Garlic_Ail_Ajo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Alliin_Structural_Formula_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Allium_sativum._Restra_de_allos_de_Oroso-_Galiza.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Allium_sativum_003.JPG']"
How the Universe was created,Not found on Wikipedia,['Image not found']
Yuri Gagarin,Yuri Alekseyevich Gagarin (9 March 1934 – 27 March 1968) was a Soviet pilot and cosmonaut who became the first human to journey into outer space.,"['https://upload.wikimedia.org/wikipedia/commons/7/73/1961-04-19_First_Pictures-Yuri_Gagarin-selection.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg']"
Calyx,"Calyx or calyce (plural ""calyces""), from the Latin calix which itself comes from the Ancient Greek κάλυξ (kálux) meaning ""husk"" or ""pod"", may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Juice,Juice is a drink made from the extraction or pressing of the natural liquid contained in fruit and vegetables.,"['https://upload.wikimedia.org/wikipedia/commons/5/5c/53f9da56f0a5c-458x456.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Afghan_pomegranates_getting_washed.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Hand_Press_Juicer.jpg']"
Maximum value,Not found on Wikipedia,['Image not found']
Accelerating force,Not found on Wikipedia,['Image not found']
Fertilizer,A fertilizer (American English) or fertiliser (British English; see spelling differences) is any material of natural or synthetic origin that is applied to soil or to plant tissues to supply plant nutrients.,"['https://upload.wikimedia.org/wikipedia/commons/e/e4/7252_Hand_top-dressing_of_super_phosphate_on_Banks_Peninsula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Aquatic_Dead_Zones.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/AtmosphericMethane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/FERTILIZER_USE_%282018%29.svg']"
Nitrogen,Nitrogen is the chemical element with the symbol N and atomic number 7.,"['https://upload.wikimedia.org/wikipedia/commons/4/48/A_cylinder_container%2C_containing_liquid_nitrogen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Borazin_Mesomers1.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Edible mushroom,Edible mushrooms are the fleshy and edible fruit bodies of several species of macrofungi (fungi which bear fruiting structures that are large enough to be seen with the naked eye).,"['https://upload.wikimedia.org/wikipedia/commons/f/fb/A_White_Mushrooms_in_Hong_Kong.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Asian_mushrooms.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Chanterelle_Cantharellus_cibarius.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cholecalciferol.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Common_white_mushrooms_in_various_phases_of_cooking.jpg']"
Liver disease,"Liver disease, or hepatic disease, is any of many diseases of the liver.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/Buddchiari2.PNG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Gross_pathology_of_alcoholic_liver_cirrhosis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Ground_glass_hepatocytes_high_mag_cropped_2.jpg']"
India,"India, officially the Republic of India (IAST: Bhārat Gaṇarājya), is a country in South Asia.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/47_Raika_School_-_eating_together_%283384824242%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Agra_Fort_DistantTaj.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Aks_The_Reflection_Taj_Mahal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Axis_axis_%28Nagarhole%2C_2010%29.jpg']"
Drying,"Drying is a mass transfer process consisting of the removal of water or another solvent by evaporation from a solid, semi-solid or liquid.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/ChemSepProcDiagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Drying.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Stockfish_in_Lofoten.jpg']"
Foot,The foot (PL: feet) is an anatomical structure found in many vertebrates.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Blausen_0411_FootAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Foot_Bone_Anatomy_by_Jason_Christian.webm', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Gray437.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Gray438.png']"
Cymose,Not found on Wikipedia,['Image not found']
Ctenoid scales,Not found on Wikipedia,['Image not found']
Dynamo,A dynamo is an electrical generator that creates direct current using a commutator.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Dynamo.ogg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/DynamoElectricMachinesEndViewPartlySection_USP284110.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Faraday_disk_generator.jpg']"
Musical composition,"Musical composition can refer to an original piece or work of music, either vocal or instrumental, the structure of a musical piece or to the process of creating or writing a new piece of music.","['https://upload.wikimedia.org/wikipedia/commons/c/c3/45_record.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Borodin_Scherzo_in_A_flat.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Chord_chart.mid', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Chord_chart.svg']"
Hill,A hill is a landform that extends above the surrounding terrain.,"['https://upload.wikimedia.org/wikipedia/commons/2/29/Beinn_dearg_torridon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Bohol_-_Chocolate_Hills.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Bunker_Hill_by_Pyle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Clouds_over_hills.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Ovule,"In seed plants, the ovule is the structure that gives rise to and contains the female reproductive cells.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Embryosac-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Embryosack_Polygonum_Lilium.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Modellreihe_von_Grundformen_der_Samenanlagen_-Brendel_Nr._164-166-.jpg']"
Setae,Not found on Wikipedia,['Image not found']
P palpitation,Not found on Wikipedia,['Image not found']
Farabi,Not found on Wikipedia,['Image not found']
Circular aperture,Not found on Wikipedia,['Image not found']
Land ecosystem,Not found on Wikipedia,['Image not found']
Philosopher,Not found on Wikipedia,['Image not found']
Pig,"The pig (Sus domesticus), often called swine, hog, or domestic pig when distinguishing from other members of the genus Sus, is an omnivorous, domesticated, even-toed, hoofed mammal.","['https://upload.wikimedia.org/wikipedia/commons/d/dc/CapitalMuseum11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Domestic_pig_skull.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg']"
Sculpture,Sculpture is the branch of the visual arts that operates in three dimensions.,"['https://upload.wikimedia.org/wikipedia/commons/e/ec/%27David%27_by_Michelangelo_Fir_JBU005_denoised.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/%27Dying_Slave%27_Michelangelo_JBU001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/028MAD_Sphinx.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/02_Basilique_Ste-Marie-Madeleine_de_V%C3%A9zelay_-_Tympan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/0_Apollon_du_Belv%C3%A9d%C3%A8re_-_Cortile_Ottagono_-_Museo_Pio-Clementino_-_Vatican_%282%29.JPG']"
Thistle,"Thistle is the common name of a group of flowering plants characterised by leaves with sharp prickles on the margins, mostly in the family Asteraceae.","['https://upload.wikimedia.org/wikipedia/commons/a/a9/Badge_of_the_Yeomen_of_the_Guard.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Bristle_Thistle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/British_florin_1967_reverse.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Five_New_Pence.jpg']"
Snake defense,Not found on Wikipedia,['Image not found']
President of the United States,The president of the United States (POTUS) is the head of state and head of government of the United States of America.,"['https://upload.wikimedia.org/wikipedia/commons/b/be/%28118th%29_US_House_of_Representatives.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/118th_United_States_Senate.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Air_Force_One_over_Mt._Rushmore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Camp_David.jpg']"
Convex lens,Not found on Wikipedia,['Image not found']
High potential,Not found on Wikipedia,['Image not found']
Papaya,"The papaya (, US: ), papaw, () or pawpaw () is the plant species Carica papaya, one of the 21 accepted species in the genus Carica of the family Caricaceae.","['https://upload.wikimedia.org/wikipedia/commons/2/21/Atchara_%28pickled_green_papaya%29_-_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Buntil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Carica_papaya1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Carica_papaya_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-029.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Carica_papaya_004.JPG']"
Citrus,"Citrus is a genus of flowering trees and shrubs in the rue family, Rutaceae ().","['https://upload.wikimedia.org/wikipedia/commons/4/43/Ambersweet_oranges.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Calamansi_%28sliced%29_-_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Cedri_BMK.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Citrus_aurantiifolia_in_Kadavoor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Citrus_australasica_red_whole.jpg']"
Germination,Germination is the process by which an organism grows from a seed or spore.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/3D-visualization_of_Aspergillus_niger_spore_germination.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Horticulture_Tray3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Mung_bean_germination.ogv']"
Litmus test,Litmus test may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fat soluble vitamin,Not found on Wikipedia,['Image not found']
Mitotic cell division,Not found on Wikipedia,['Image not found']
Calcium hydroxide,Calcium hydroxide (traditionally called slaked lime) is an inorganic compound with the chemical formula Ca(OH)2.,"['https://upload.wikimedia.org/wikipedia/commons/9/98/CaOH2SEM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Calcium_hydroxide.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Mg%28OH%292Xray.jpg']"
Childbirth,"Childbirth, also known as labour and delivery, is the completion of pregnancy where one or more babies exits the internal environment of the mother via vaginal delivery or caesarean section.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/106_Pregnancy-Positive_Feedback.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/2919_Hormones_Initiating_Labor-02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/2920_Stages_of_Childbirth-02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/810_women_die_every_day_from_preventable_causes_related_to_pregnancy_and_childbirth%2C_94%25_occur_in_low_and_lower_middle-income_countries.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/A_woman_giving_birth_at_home_in_California.jpg']"
Somatic cell,"In cellular biology, a somatic cell (from Ancient Greek  σῶμα (sôma) 'body'), or vegetal cell, is any biological cell forming the body of a multicellular organism other than a gamete, germ cell, gametocyte or undifferentiated stem cell.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
RNA,"Ribonucleic acid (RNA) is a polymeric molecule essential in various biological roles in coding, decoding, regulation and expression of genes.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/50S-subunit_of_the_ribosome_3CC2.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Ciliate_telomerase_RNA.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Double-stranded_RNA.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Full_length_hammerhead_ribozyme.png']"
Sunlight,"Sunlight is a portion of the electromagnetic radiation given off by the Sun, in particular infrared, visible, and ultraviolet light.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Apollo_7_Florida.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Cape_may.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/D%C3%BClmen%2C_G%C3%B6versheide_--_2015_--_7718-22.jpg']"
Equitorial regions of Earth,Not found on Wikipedia,['Image not found']
Net charge,Not found on Wikipedia,['Image not found']
Active stimulus,Not found on Wikipedia,['Image not found']
Buddhism,"Buddhism ( BUU-dih-zəm, US also  BOOD-), also known as Buddha Dharma and Dharmavinaya (transl. ""doctrines and disciplines""), is an Indian religion or philosophical tradition based on teachings attributed to the Buddha.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/050_Mucilinda_with_his_Wives_around_the_Buddha_%2832999346203%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/1893parliament.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/2016_Rangun%2C_Pagoda_Szwedagon_%28023%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Ajanta_Chaitya_10_plan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Asoka%CC%A0_Buddhist_Missions.png']"
Khulna,"Khulna (Bengali: খুলনা, [ˈkʰulna]) is the third-largest city in Bangladesh, after Dhaka and Chittagong.","['https://upload.wikimedia.org/wikipedia/commons/5/57/Bandhan_Express_at_Khulna.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Bangladesh_Khulna_division_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Bangladesh_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Durbar_Bangla_at_kuet.jpg']"
Nutritional deficiency,Not found on Wikipedia,['Image not found']
Tum,Tum or TUM can refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Anemia,"Anemia or anaemia (British English) is a blood disorder in which the blood has a reduced ability to carry oxygen due to a lower than normal number of red blood cells, or a reduction in the amount of hemoglobin.","['https://upload.wikimedia.org/wikipedia/commons/4/47/Anemia.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Fe-_deficient_anemia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Iron_deficiency_anemia.jpg']"
Aperture i&,Not found on Wikipedia,['Image not found']
Scientific name,Not found on Wikipedia,['Image not found']
Invasible rubber band,Not found on Wikipedia,['Image not found']
Chromosome V,Not found on Wikipedia,['Image not found']
Test tube,"A test tube, also known as a culture tube or sample tube, is a common piece of laboratory glassware consisting of a finger-like length of glass or clear plastic tubing, open at the top and closed at the bottom.","['https://upload.wikimedia.org/wikipedia/commons/6/6f/Blood_test.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Ignition_Tube.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Louis_Lumiere_with_microscope_and_test_tubes.jpg', 'Image not found']"
Royal Bengal Tiger,Not found on Wikipedia,['Image not found']
Gray,Not found on Wikipedia,['Image not found']
