entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Indian Plate,tectonic plate,African Plate,tectonic plate,shares border with,"Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
"
Plate tectonics,theory,Plate tectonics,theory,opposite of,"The relatively heavier plate then slides under the other plate.
"
Collision boundary,None,Ridge,mountain range,part of,"At the collision boundary, the one above forms the ridge as it rises.
"
Indian Plate,tectonic plate,Eurasian Plate,tectonic plate,shares border with,"The collision of the Indian tectonic plate and the Eurasian plate thus formed the Himalayas.
"
Indian Plate,tectonic plate,Eurasian Plate,tectonic plate,shares border with,"The Indian plate is subducted under the Eurasian plate at the collision boundary.
"
Earthquake,natural phenomenon,Subduction,geological process,has cause,"Subduction motion causes the creation of different types of volcanoes and earthquakes of varying magnitudes.
"
Plate tectonics,theory,Plate boundary,None,has boundary,"Spreading: When tectonic plates move away from each other, their boundaries are called spreading plate boundaries.
"
Mid-Atlantic Ridge,non-geologically related mountain range,Atlantic Ocean,ocean,located in or next to body of water,"The Mid-Atlantic Ridge is the most striking example of a spreading plate boundary, which runs right through the middle of the Atlantic Ocean.
"
Land,geographic location,Ocean,body of water,opposite of,"It can also be seen on land when it exits the ocean floor and passes through Iceland.
"
Volcanic pluton,volcanic landform,Volcano,mountain,part of,"Different types of volcanoes are usually formed under the sea due to spreading motions.
"
Indian Plate,tectonic plate,Eurasian Plate,tectonic plate,shares border with,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary.
"
Earthquake,natural phenomenon,Store of energy,energy storage,has effect,"This type of relocation causes a lot of energy to be stored at that plate boundary, and when that energy exceeds the boundary's capacity, that energy is released through earthquakes.
"
United States,sovereign state,California,state of the United States,contains administrative territorial entity,"For example, a well-known neutral plate boundary is the San Andreas Fault Line running through the state of California, USA.
"
Earthquake,natural phenomenon,Energy,physical quantity,has effect,"An incredible amount of energy is estimated to be stored in this boundary and is expected to be released by a major earthquake at any time.
"
Pangaea,paleocontinent,Supercontinent,continent,instance of,"Creation of oceans and  expansion of seafloor During the supercontinent Pangaea, there was only one ocean in the whole world which was called Tethis sea.
"
Earth,inner planet,Sun,G-type main-sequence star,child astronomical body,"It took billions of years to create this ocean.
"
Earth,inner planet,Ocean,body of water,located in or next to body of water,"Originally, after the earth was formed from the nebula, it experienced many meteor showers for millions of years; the water contained there was the source of the ocean.
"
Crust of Earth,natural geographic object,Earth,inner planet,part of,"In addition, the gaseous water that came out of the earth's crust after the formation of the earth is also the source of the water of the earth's oceans.
"
Plate tectonics,theory,Plate tectonics,theory,part of,"We have seen earlier that the movement of tectonic plates can be of three types.
"
Oceanic plate,tectonic plate,Plate tectonics,theory,opposite of,"When one plate moves away from the other, new oceanic plates may form in the gap.
"
Seafloor expansion,None,Seafloor,shore,facet of,"As a result, the seafloor expands.
"
South America,continent,Africa,continent,shares border with,"Because of this, the present-day South America and Africa continents moved far from each other and the Atlantic Ocean was formed between the two continents.
"
Exercise,physical activity,Exercise,physical activity,subclass of,"Exercise ?
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Metre,unit of length,Earth,inner planet,part of,"Earth's radius is 6000 km.
"
Mantle of Earth,atmosphere,Earth,inner planet,part of,"Among them, Earth's mantle is half (3000 km) as thick as Earth's radius.
"
Earthquake safety,safety,Earthquake,natural phenomenon,facet of,"101 Earth Surface and Plate Tectonics Theory  Chapter 11 Earthquake and Bangladesh    Earthquake and Bangladesh By the end of this lesson students will be able to learn—  � relation of earthquakes and volcanism with tectonic plates  � evolution of tectonic plates in Bangladesh and surrounding regions over time  � measurements of earthquakes  � earthquake safety Many of you may have been startled when the ground beneath your feet or your house suddenly trembled.
"
Fear,negative emotion,Fear,negative emotion,subclass of,"In many a cases, such a tremor instills such fear in the mind that it seems like the ground will continue to shake again.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"The phenomenon of such a tremor on the ground or land is known as Earthquake.
"
Earthquake,natural phenomenon,Tremor,natural phenomenon,has effect,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above.
"
Lava,magma,Magma,rock,subclass of,"Again, although not in Bangladesh, there are some areas of the world where molten rock or magma comes out from inside the soil and rocks (when magma comes out of the crust, it is called lava).
"
Explosion,explosion,Explosion,occurrence,subclass of,"Sometimes it happens quietly and sometimes with massive explosions.
"
Types of volcanic eruptions,natural disaster,Volcano,mountain,has cause,"We call it a volcanic eruption.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has cause,"To know how these events occur, first we need to know why and how earthquakes occur.
"
Japan,sovereign state,United States,sovereign state,shares border with,"Relation of earthquakes and volcanism with tectonic plates Although earthquakes are not very frequent in Bangladesh, earthquakes are common in many parts of the world, such as Japan and the western United States.
"
India,sovereign state,Bangladesh,sovereign state,shares border with,"Currently, there are no volcanoes in Bangladesh and India.
"
Types of volcanic eruptions,natural disaster,Volcano,mountain,has cause,"But in other parts of the world, there are volcanoes several kilometers under the ocean floor, and volcanic eruptions are continuing to happen.
"
Earthquake,natural phenomenon,Geology,academic discipline,studied by,"Geologists have found from research that earthquakes and volcanoes are closely related to tectonic plates.
"
Plate boundary,None,Plate tectonics,theory,facet of,"Earthquakes and volcanoes have been found to occur at places where two plates have separated (plate boundaries).
"
Earthquake,natural phenomenon,Volcano,mountain,has effect,"If earthquakes and volcanisms are marked with dots (.) on world map they will correspond to boundaries between different plates.
"
Earthquake,natural phenomenon,Plate tectonics,theory,studied by,"Chapter 11 103 Earthquake and Bangladesh  Since plate motion is very slow, a large amount of energy is stored at the boundary between the two plates over a long period of time.
"
Earthquake,natural phenomenon,Plate tectonics,theory,studied by,"When plate boundaries can no longer hold that energy, it is released causing earthquakes.
"
Types of volcanic eruptions,natural disaster,Plate tectonics,theory,has cause,"Again, when one plate collides with another or moves away from each other, apart from earthquakes, volcanic eruptions also occur.
"
Italy,sovereign state,Country,nan,instance of,"There are volcanoes in countries like Iceland, New Zealand, Italy, Japan, the Philippines, etc.
"
Volcano,mountain,Volcano,mountain,subclass of,"Even there are many volcanoes under the Pacific Ocean.
"
Pacific Ocean,ocean,Plate tectonics,theory,instance of,"Pacific Ocean lies on the largest tectonic plate i.e.
"
Pacific Plate,tectonic plate,Atlantic Plate,tectonic plate,shares border with,"Pacific Plate.
"
Volcano,mountain,Plate tectonics,theory,part of,"Along the boundary of this plate are many volcanoes that look like a string of beads on maps together.
"
Ring of Fire,territorial entity,Pacific Ocean,ocean,location,"Thus, this volcano-prone area is called ""Pacific ring of fire"".
"
Earthquake,natural phenomenon,Volcano,mountain,model item,"Evolution of tectonic plates in Bangladesh and surrounding regions over time Although Bangladesh has no volcano, earthquakes occur in different regions.
"
Earthquake,natural phenomenon,Geology,academic discipline,studied by,"Bangladesh is earthquake-prone due to its geological structure, location of tectonic plates, and geographical location.
"
Bangladesh,sovereign state,Bay of Bengal,bay,located in or next to body of water,"Bangladesh is located in the northeastern part of the Indian subcontinent and north of the Bay of Bengal.
"
Indian Plate,tectonic plate,Eurasian Plate,tectonic plate,shares border with,"In terms of tectonic structure, the junction of the Indian plate, Eurasian plate, and Burmese micro plate Tectonic plate boundary black line, Earthquake site red dot and volcanic silr blue dot shows in the map tectonic plate boundary tectonic plate shifting Earthquake Volcano 104 Science  is located in Bangladesh and nearby areas.
"
Bangladesh,sovereign state,Sylhet Division,division of Bangladesh,contains administrative territorial entity,"For this reason, one or more earthquakes occur in a year in the larger Sylhet, Mymensingh, and even in Dhaka of Bangladesh.
"
Fault line,natural geographic object,Plate boundary,geographical object,part of,"Plate boundaries have many fault lines.
"
Earthquake,natural phenomenon,Plate tectonics,theory,has cause,"The earthquakes that occur along these lines depend mainly on the motion of the plates and how long ago the last earthquake occurred.
"
Plate boundary,None,Energy,physical quantity,has effect,"Because energy accumulates over a long period of time at the plate boundaries.
"
Assam,state of India,Myanmar,sovereign state,shares border with,"These fault lines are the Dauki fault line, Shillong plateau, Modhupur fault, Assam-Sylhet fault, and Chattogram-Myanmar plate boundary fault.
"
Measurements of earthquakes,measurement,Earthquake,natural phenomenon,facet of,"Measurements of earthquakes Ordinary people in our country have wrong ideas about earthquakes.
"
Earthquake,natural phenomenon,Earthquake science,academic discipline,studied by,"When an earthquake occurs, most people think it is happening right under their feet.
"
Sound,mechanical wave,Vibrato,mechanical wave,has quality,"In fact, most of the time, it occurs hundreds of kilometers or more away; and we feel its vibrations from a distance.
"
Earthquake,natural phenomenon,Shake,natural phenomenon,has effect,"All of you who have experienced an earthquake in your life have noticed that the ground beneath your feet seems to move or shake.
"
Earthquake magnitude,magnitude,Earthquake,natural phenomenon,facet of,"Earthquake magnitude is measured by how far the ground actually shakes and how far from the epicenter the ground shakes.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"If we are 100 kilometers away from the epicenter and feel the tremor of approximately 100 mm (or 10 cm) stretch during the earthquake, it is called a 5 Richter Scale earthquake.
"
Richter magnitude scale,logarithmic scale,Earthquake,natural phenomenon,facet of,"The instrument used to measure such earthquakes is called a seismograph An earthquake measuring 5 on the Richter scale is a moderate earthquake.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"An earthquake of lesser magnitude cannot be felt in that way.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"When an earthquake increases one level on the Richter scale, the tremors increase tenfold! So a 6 Richter Scale earthquake is 10 times more than that of 5; that is a strong earthquake.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"Again, an earthquake of 7 Richter Scale vibrates ten times more than that of 6, so it is a major earthquake.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"A 7 Richter Scale earthquake in 2010 killed three hundred thousand people in Heiti due to a lack of earthquake preparedness.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"An earthquake of 8 Richter Scale vibrates ten times more than that of 7, so it can be called a terrible or great earthquake.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"There is hardly any examples of 8 Richter Scale earthquakes in the world.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"Though there are many examples of the destruction of an entire property by a 8 Richter Scale earthquake.
"
2014 Chilean earthquake,earthquake,Earthquake,natural phenomenon,instance of,"There is also an example that in 2014 only six people died in Chile due to proper earthquake preparedness.
"
Earthquake,natural phenomenon,Tsunami,natural disaster,has effect,"��������� 105 Earthquake and Bangladesh  The farther we are from the epicenter of an earthquake, the less tremors we will experience.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"For example, a 5 Richter Scale earthquake can be felt 100 km away, while a 7 Richter Scale earthquake can be felt 600 km away from the epicenter.
"
Earthquake,natural phenomenon,Energy,physical quantity,measurement scale,"During an earthquake, large amounts of energy are released from tectonic boundaries over a wide area.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"A 6 Richter Scale earthquake releases the same amount of energy as the nuclear bomb that was dropped on Hiroshima .
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"You know that the tremor increases by 10 times per unit on the Richter scale, but the amount of energy released increases by about 32 times per unit! That is, the amount of energy released in an earthquake of 8 Richter Scale is 1000 times more than the energy released in an earthquake of 6 Richter Scale! So a 8 Richter Scale earthquake releases the same energy as 1000 nuclear bombs used on Hiroshima.
"
Earthquake,natural phenomenon,Natural disaster,disaster,subclass of,"Earthquake safety An earthquake is a terrible natural disaster that can completely destroy a country or region in just a few seconds.
"
Earthquake,natural phenomenon,Stream,natural watercourse,has effect,"Even large earthquakes can change the course of rivers.
"
Brahmaputra River,river,River,natural watercourse,instance of,"At some point in the past, an earthquake changed the course of one of our major rivers, the Brahmaputra.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,model item,"Although no major earthquake has occurred in our country so far, according to experts, Bangladesh is at risk of major earthquakes.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"The earthquakes that happened in and around Bangladesh are shown in the picture beside.
"
Earthquake,natural phenomenon,Feeling,perception,has effect,"As you can see in the picture, there have been no major earthquakes in Bangladesh recently, only earthquakes in neighboring countries have been felt.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"Since there have been major earthquakes in this region in the past, we have to assume there will also be future ones.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Since we never know when that will happen, we must always be prepared.
"
Earthquake,natural phenomenon,Flood,natural disaster,has effect,"No pre-warning for earthquakes can be found like floods or cyclones.
"
Canada,sovereign state,Quebec,administrative territorial entity of Canada,contains administrative territorial entity,"It can strike anywhere at any time.
"
Earthquake,natural phenomenon,Earthquake science,academic discipline,studied by,"So we should always be alert for earthquakes.
"
House,work,Building,architectural structure,subclass of,"The most important thing for an earthquake is to build houses and other structures according to the rules.
"
House,work,Building,architectural structure,part of,"Our country's high-rise buildings must be built according 106 Science  Shelter under sturdy table If you inside of house stay next to wall and piller of house.
"
This tringle,tringle,Tringle,None,instance of,"This tringle save you.
"
Elevator to earthquake prevention,None,Fear,negative emotion,facet of,"If you outside do not lose your mind avoid fear If go outside is necessary use step instead of elevator to earthquake prevention principles.
"
Earthquake,natural phenomenon,Disaster,occurrence,has effect,"If not, a major earthquake can cause terrible consequences.
"
Earthquake safety,None,Earthquake,natural phenomenon,facet of,"In general, the following points can be followed for earthquake safety.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"Before an earthquake 1.
"
Fire extinguishing system,device,House,work,part of,"Fire extinguishing system should be kept in the house.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
First aid,academic discipline,Kitchenware,culinary equipment,subclass of,"An arrangement of first aid kit, dry food and water should be there.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Gas,fluid,Electricity,physical phenomenon,different from,"Know how to shut off gas, electricity and water supply at home.
"
Earthquake,natural phenomenon,Richter magnitude scale,logarithmic scale,measurement scale,"During an earthquake 1.
"
Earthquake,natural phenomenon,Tremor,natural phenomenon,has effect,"In our country we almost always feel the tremors of an earthquake of hundreds of kilometers away.
"
Anxiety,symptom,Fear,negative emotion,subclass of,"Therefore, one should not lose their mind out of unnecessary fear and anxiety.
"
Earthquake,natural phenomenon,Tsunami,natural disaster,has effect,"If you keep cool, you can protect yourself from the danger of an earthquake.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"If the earthquake is a major one and you are inside your house, stay there; do not try to go outside.
"
Elevator,architectural element,Elevation,concept,use,"Never try to go down using the elevator.
"
Window,architectural element,Glass,material,made from material,"Stay away from glass windows and stand next to walls.
"
Bangladesh,sovereign state,Earthquake,natural phenomenon,significant event,"107 Earthquake and Bangladesh I □ □□ □ I 0 0  3.
"
Stay outside,activity,Inside,activity,different from,"If you are outside, stay outside; don't try to enter the house.
"
Building,architectural structure,Electric pole,architectural element,has parts of the class,"Move away from electric poles or large buildings.
"
Head,cardinal body part,Head,cardinal body part,part of,"Otherwise, something can fall on your head.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Light a match,combustion engine,Combustion,redox,use,"Do not light a match under any circumstances.
"
Gas pipe,pipe,Gas,fluid,contains,"Gas pipes may break down, and gas can get mixed with air which is very dangerous for fire.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"After an earthquake 1.
"
Earthquake,natural phenomenon,Injury,health problem,has effect,"If it is a major earthquake and someone is injured, provide primary treatment.
"
Hospital,medical facility,Emergency medical services,emergency service,use,"If someone is seriously injured, take them to the hospital; but remember that in a really terrible earthquake many people need emergency treatment in the hospital.
"
Hospital,medical facility,Therapy,treatment,use,"So those who need more will be treated first in the hospital.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Gas,fluid,Water supply,architectural structure,part of,"Check water, electricity and gas lines.
"
Lebanon,sovereign state,Commonwealth of Nations,intergovernmental organization,member of,"Shut off the supply if the line is damaged.
"
Window,architectural element,Door,device,part of,"If you can smell gas in the house, open the door and window; and go out.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Radio broadcasting,broadcaster,News broadcasting,television genre,subclass of,"Try listening to the news on the radio.
"
Little Telephone,telephone,Telephone,device,subclass of,"Use telephone as little as possible.
"
Emergency service,organization,Telephone network,system,part of,"Allow relief forces to use the telephone network for emergency operations.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Stay out of damaged buildings,None,Structural damage,cause of destruction,facet of,"Stay out of damaged buildings.
"
Shorts,footwear,Footwear,costume accessory,subclass of,"Don't walk around barefoot to avoid injuring your feet on glass sherds.
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
5.7,album,6.1,album,followed by,"7.
"
Aftershock,earthquake,Earthquake,natural phenomenon,subclass of,"If there is a great earthquake, there may be more aftershocks.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"So, be prepared.
"
Exercise,physical activity,Exercise,physical activity,subclass of,"Exercise ?
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Earthquake,natural phenomenon,Shake,natural phenomenon,has effect,"During an earthquake, will you feel more shaking if you stay at a tall building's lower or higher level?
"
Photosynthesis,biological process,Respiration,biological process,has effect,"108 Science  Chapter 12 Energy Flow in Organisms    Energy Flow in Organisms By the end of this lesson students will be able to learn—  � photosynthesis and Respiration  � experiment to prove that oxygen evolves in the process of photosynthesis  � site of photosynthesis  � importance of photosynthesis  � evidence of energy production during respiration  � human respiration  � importance of respiration Photosynthesis and Respiration Chapter 12 The entire living world is surviving based on photosynthesis and respiration Ph ot os yn th e si s R e sp ir at io n sun lig ht Plant produces Carbohydrate (C6H6O12) and Oxygen (O2) Plant and animal uses Carbohydrate (C6H6O12) and oxygen (O2) Animal produces carbon di oxide (CO2) and water (H2O) Plant uses Carbon di oxide (CO2) and water (H2O) Plant cell chloroplast mytochond Animal cell 110 Science Animal IP Plaint and ammaill U§1P'.
"
Biosphere,geographic envelope,Earth,inner planet,part of,"The diverse biosphere of the earth needs energy to survive.
"
Energy,physical quantity,Energy,physical quantity,part of,"Do you know from where does this energy come?
"
Earth,inner planet,Sun,G-type main-sequence star,parent astronomical body,"All the energy of the earth comes from the sun.
"
Earth,inner planet,Photosynthesis,biological process,significant event,"This most important process for life on Earth is called photosynthesis.
"
Chemical energy,energy,Energy,physical quantity,subclass of,"Through this, the sun's light energy is converted into chemical energy and stored in large organic molecules, especially as carbohydrates in living cells.
"
Organism,anatomical entity,Energy,physical quantity,uses,"However, energy should not only be accumulated but also be used in various activities of the organism.
"
Carbohydrate,structural class of chemical compounds,Energy,physical quantity,subclass of,"For this purpose, another process works to break down carbohydrates and turn them into energy that can be used in various cell functions.
"
Respiration,biological process,Biological process,process,instance of,"The name of this process is respiration.
"
Photosynthesis,biological process,Repiration,biological process,opposite of,"Photosynthesis and respiration are almost opposite processes in nature; in one process energy is stored; in the other,energy is broken down into usable energy by the cell.
"
Photosynthesis,biological process,Repiration,biological process,different from,"However, it must be remembered that photosynthesis and respiration reactions are not exactly the opposite.
"
Photosynthesis,biological process,Repiration,biological process,has effect,"If the photosynthesis and respiration processes are compared, it can be understood that all living things on earth are connected.
"
Photosynthesis,biological process,Repiration,biological process,has effect,"The materials involved in photosynthesis are used as the raw materials for respiration; and the materials produced in respiration are used in photosynthesis.
"
Carbon,chemical element,Oxygen,chemical element,has parts of the class,"Common substances involved in both processes are carbon, hydrogen, and oxygen.
"
Research,process,Science,academic discipline,part of,"These two processes have been discovered after the long-term research of scientists.
"
Nobel Prize in Physiology or Medicine,science award,Nobel Prize,class of award,subclass of,"Several scientists who were associated with this research have received the Nobel Prize.
"
Otto Warburg,human,Melvin Calvin,human,influenced by,"Among them, the names of scientists such as Melvin Calvin, Robert Huber, Hans Krebs, Otto Warburg are notable.
"
Photosynthesis,biological process,Light,electromagnetic wave,has effect,"Photosynthesis The word ‘Photosynthesis’comprises two Greek words: photos (Meaning: light; here sunlight) and synthesis (Meaning: making).
"
Photosynthesis,biological process,Sunlight,light,uses,"The Bangla word for photosynthesis is ����������������������������������������������������������������������������� synthesis in the presence of sunlight.
"
Chemical substance,group or class of chemical substances,Raw material,material,subclass of,"What chemicals or raw materials are involved or produced in this process?
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Where does this most important process for the living world take place?
"
Johann Sebastian Bach,human,The Magic Flute,dramatico-musical work,notable work,"In the following discussion we will try to find answers to these questions.
"
Green algae,organisms known by a particular common name,Microorganism,organism,subclass of,"111 Energy Flow in Organisms  Reactions of Photosynthesis Photosynthesis is a biochemical process that takes place in the cells of green plants and certain microorganisms (eg: green algae, cyanobacteria, etc.).
"
Chloroplast,cellular component,Organelle,cellular component,instance of,"The process is done in the following steps: ��� ������������������2) from the air enters the plant leaves ��� ������������������������������������������������������������������ ��� ��2 and water react and form complex carbohydrate molecules in the chloroplast, a specialized organelle of leaf cells in the presence of sunlight.
"
Oxygen,chemical element,Nature,phenomenon,part of,"In this process, oxygen is released into nature.
"
Carbondioxide,None,Oxygen,chemical element,has parts of the class,"Therefore, the whole matter can be said like this - Photosynthesis is the process of making carbohydrates and oxygen by the reaction between carbondioxide (CO2) and water using solar energy.
"
Carbon dioxide,None,Carbohydrate,structural class of chemical compounds,has parts of the class,"A very small simple reaction can show the whole process, CO2����2�������������[CH2������2�����2 Here CH2O on the right-hand side refers to carbohydrates.
"
Oxygen,chemical element,Carbon,chemical element,physically interacts with,"That oxygen is produced in the process of photosynthesis can be shown through a very simple experiment.
"
Photosynthesis,biological process,Oxygen,chemical element,has effect,"Experiment to prove that oxygen evolves in the process of photosynthesis Apparatus: A beaker, a funnel, a test tube, water, fresh aquatic plant hydrilla, and a firebox.
"
Experiment,test,Experimentation,process,uses,"Experiment procedures: Let us fill two-thirds of the beaker with water.
"
Drinking water,liquid,Water,None,subclass of,"Then pour more water into the beaker until the funnel tube is completely submerged.
"
Thumb,finger,Forefinger,finger,followed by,"Now, filling the test tube with water and closing it with the thumb, invert it on the tube of the funnel in such a way that the water in the test tube does not come out.
"
Sunlight,light,Sunlight,light,part of,"Then put everything in sunlight.
"
Gas,fluid,Fluid,substance,subclass of,"After a while, you will see gas coming out of the stems of the hydrilla plants in the form of bubbles and accumulating in the test tube; and the water in the test tube is going down.
"
Oxygen,chemical element,Oxygen,chemical element,part of,"When the test tube is almost filled Oxygen buble Testtube Beaker water Funnel ��������� 112 Science Appararus: A beaker, a funnel, a test rube, water, fresh aquatic pfant hydrilll~ arnd a firebox"" Experiment procedures: Let \UlS fill two-thirds of the beaker with water"" JPfatcmg fresh hydrillfa plarnts m the water of the beaker, cover the hydrnlla stems with a funnel in s1U1ch a way so that the stems of the hydrilla remain 1lllpward in the funnel rubeo Then pour more water into the beaker ootH the funnel rube is completely s1U1bmerged"" Now, filllmg the test rube with water arnd dosing it ') 0 with the th1U1mb, invert it on the rube of the funnel m s1U1ch a way that the water in the test rube does not come 01U1t Then p1lllt everything in s1U1ruight After a whHe, yo\Ul wiU see gas coming O\Ult of the stems of the hydrHfa plarnts m the form of b1U1bbles arnd acc1U1mwating in the test rube; arndl the water in the test rube fa going down"" When the test rube fa almost filled  with gas, if a just blown out stick of firebox is inserted into the mouth of the test tube, the blown out stick will burst into flame.
"
Firebox,None,Fire engine,engine,has parts of the class,"Why will the stick of the firebox burst into flames?
"
Igneous rock,rock,Oxygen,chemical element,made from material,"We know that oxygen is such a gas that ignites any flammable substance when it comes in contact with it.
"
Oxygen,chemical element,Gas,fluid,instance of,"In the above experiment, the stick of the firebox burst into flames; which proves that the gas produced in the beaker is oxygen.
"
Site of Photosynthesis,None,Photosynthesis,biological process,facet of,"Site of Photosynthesis Photosynthesis takes place in organisms that can convert sunlight into biochemical energy.
"
Bacteria,taxon,Algae,organisms known by a particular common name,subclass of,"This list also includes some bacteria and algae.
"
Leaf,plant organ,Plant,taxon,part of,"But most important of all are the green leaves of plants, where the ideal condition for photosynthesis is found.
"
Plant,taxon,Photosynthesis,biological process,studied by,"We will discuss only photosynthesis in plants here.
"
Leaf,plant organ,Plant,taxon,part of,"Most of the plants we see around us have green leaves.
"
Leaf,plant organ,Plant,taxon,part of,"But there can be leaves of other colors as well.
"
Leaf,plant organ,Plant,taxon,part of,"Leaves are the main organ of photosynthesis in plants.
"
Carbon dioxide,None,Air,None,has parts of the class,"One of the most important characteristics of leaves is that they have small pores on their surface through which carbon dioxide from the air can enter the leaf cells.
"
Stomata,anatomical structure,Pore,anatomical structure,subclass of,"These small pores are called stomata.
"
Green,color,Leaf,plant organ,facet of,"Do you know why the leaves are green?
"
Phloem,cellular component,Xylem,cellular component,part of,"Because leaf cells contain a type of Cross section of leaf Phloem (food carrier) xylem (water carrier) cuticle upper skin palisade spong vein lower skin cuticle mesophyll cell guard cell H2OCO2 O2 leaves pores 113 Energy Flow in Organisms with gas, if a just bfown out stidk of firebox is inserted into the mouth of the test tube, the bliown out stklk will burst into 1fllameo Why will the stklk of the firebox burst into 1fllames?
"
Chlorophyll,None,Pigment,colourant,instance of,"We lknow that oxygen is such a gas that ignites any 1fllammablie substance when it comes in contact with it lin the above experiment, the stklk of the firebox burst into 1fllames; whkh ]Proves that the gas ]Produced in the bealker is oxygeno DODD □ [I] } ODD  green pigment called chlorophyll.
"
Green,color,Color,quality,instance of,"The presence of chlorophyll is responsible for the green color of leaves.
"
Chlorophyll,structural class of chemical compounds,Organic compound,nan,subclass of,"These particles chlorophyll are not scattered inside the cells.
"
Chloroplast,cellular component,Organelle,cellular component,instance of,"Rather, it resides in a special organelle of the plant cell called the chloroplast.
"
Membrane,cellular component,Chloroplast,cellular component,part of,"The structure of chloroplast is such that it has two layers of membranes that are specially folded inside.
"
Chlorophyll,structural class of chemical compounds,Molecule,molecular entity,subclass of,"Chlorophyll molecules are arranged in specific positions on this membrane (picture).
"
Chloroplast,cellular component,Plant cell,cell type,part of,"The presence of these chloroplasts is a unique feature of plant cells.
"
Leaf,plant organ,Plant,taxon,part of,"Chlorophyll-rich green leaf is the main photosynthetic organ of plants.
"
Green leaf,plant organ,Leaf,plant organ,different from,"However, photosynthesis can take place in any green living cell apart from leaves, i.e.
"
Flower,plant organ,Inflorescence,plant structure,part of,"green stem (cactus, gourd, pumpkin, pui, etc.), the green calyx of flowers, and the green part of the orchid root.
"
Importance of photosynthesis,None,Photosynthesis,biological process,facet of,"Importance of photosynthesis Photosynthesis is a fundamental biochemical process in plants.
"
Plant,taxon,Food,disposable product,this taxon is source of,"In this process, plants produce food.
"
Photosynthesis,biological process,Life,phenomenon,part of,"The significance of photosynthesis is immense in the living world.
"
History of astronomy,aspect of history,History of astronomy,aspect of history,part of,"Briefly, its importance is discussed below: 1.
"
Photosynthesis,biological process,Solar energy,energy,uses,"From the Earth's energy source sun, plants receive solar energy and convertit into chemical energy in photosynthesis.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Food chain,system,Life,phenomenon,part of,"This energy is transmitted to all living things through the food chain.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Food,disposable product,Photosynthesis,biological process,produced by,"All foods on Earth for plants and animals are produced through the process of photosynthesis.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"Photosynthesis plays a special role by balancing the ratio between CO2 and O2 to maintain balance in the environment.
"
