Entity,Definition,Images
Horn,Horn most often refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bull neck,Not found on Wikipedia,['Image not found']
Teenage pregnancy,"Teenage pregnancy, also known as adolescent pregnancy, is pregnancy in a female adolescent or young adult under the age of 20.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/Adolescent_birth_rate_in_women_aged_10-19_years%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/CDC_Teenager_Sex_Stats_2015.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/No_Sex_Signage_in_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Preventing_Teen_Pregnancy_in_the_US-CDC_Vital_Signs-April_2011.pdf', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg']"
Hemisphere,Hemisphere refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Town,A town is a human settlement.,"['https://upload.wikimedia.org/wikipedia/commons/4/47/1_2014_panorama_bishan_park_aerial_gopro_dji_phantom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/A_street_in_H%C3%BAsav%C3%ADk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Fatima_0549_%2819531851070%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Lemgo_-_Marktplatz_mit_Rathaus.jpg']"
Indan Plate,Not found on Wikipedia,['Image not found']
Shoe soles,Not found on Wikipedia,['Image not found']
Computer,A computer is a machine that can be programmed to carry out sequences of arithmetic or logical operations (computation) automatically.,"['https://upload.wikimedia.org/wikipedia/commons/a/aa/099-tpm3-sk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Abacus_6.png', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Babbage_Difference_Engine_%28Setting_the_input_parameters%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Colossus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Computer station,Not found on Wikipedia,['Image not found']
Maintenance,"The technical meaning of maintenance involves functional checks, servicing, repairing or replacing of necessary devices, equipment, machinery, building infrastructure, and supporting utilities in industrial, business, and residential installations.","['https://upload.wikimedia.org/wikipedia/commons/d/da/Bundesarchiv_Bild_183-E0208-0005-001%2C_Reparatur_eines_Traktors.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/C-130J_Hercules_cleaning.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Field_repair_of_aircraft_engine_1915-1916.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/PD-icon.svg']"
Hydrochloric acid,"Hydrochloric acid, also known as  muriatic acid, is an aqueous solution of hydrogen chloride with the chemical formula HCl(aq).","['https://upload.wikimedia.org/wikipedia/commons/8/8e/Chloride-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg']"
Direction of motion,Not found on Wikipedia,['Image not found']
Residue,Residue may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Coal combustion,Not found on Wikipedia,['Image not found']
Nozzle,A nozzle is a device designed to control the direction or characteristics of a fluid flow (specially to increase velocity) as it exits (or enters) an enclosed chamber or pipe.,"['https://upload.wikimedia.org/wikipedia/commons/5/57/BeteSprayNozzlesUsedInScrubberApplication.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Nelson_A3000_Accelerator.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Nelson_Big_Gun.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Virus,A virus is a submicroscopic infectious agent that replicates only inside the living cells of an organism.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Coronavirus._SARS-CoV-2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/CowpeaMosaicVirus3D.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Ebola_virus_em.png']"
Self-consciousness,Self-consciousness is a heightened sense of awareness of oneself.,"['https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Svetlana_at_fortune-telling_by_K.Brullov_%281836%2C_Nizhniy_Novgorod_museum%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
She-goat,Not found on Wikipedia,['Image not found']
Lens,A lens is a transmissive optical device that focuses or disperses a light beam by means of refraction.,"['https://upload.wikimedia.org/wikipedia/commons/b/b3/Astigmatism.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Barlow_lens.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Barrel_distortion.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/BiconvexLens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Chromatic_aberration_lens_diagram.svg']"
Minimum distance,The term minimum distance may refer to,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Children,Not found on Wikipedia,['Image not found']
Lemon,"The lemon (Citrus limon) is a species of small evergreen trees in the flowering plant family Rutaceae, native to Asia, primarily Northeast India (Assam), Northern Myanmar or China.The tree's ellipsoidal yellow fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, which has both culinary and cleaning uses.","['https://upload.wikimedia.org/wikipedia/commons/8/8d/Citrus_limon_-_Lemon_tree_-_Limonero_-_Limoeiro.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Citrus_x_limon_%27Variegated_Pink%27_-_Lemon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Citrus_x_limon_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-041.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg']"
Sovereign state,A sovereign state is a state that has the highest jurisdiction over a territory.,"['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/De-facto-territory-control-map-of-the-world-borderless-14-05-2019.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/The_Earth_seen_from_Apollo_17.jpg']"
Kilojoule,Not found on Wikipedia,['Image not found']
Outline map of India,Not found on Wikipedia,['Image not found']
Bacterial death,Not found on Wikipedia,['Image not found']
Unfertilised egg,Not found on Wikipedia,['Image not found']
Lifting,Lifting may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Rapid combustion,Not found on Wikipedia,['Image not found']
Water vapor,"Water vapor, water vapour or aqueous vapor is the gaseous phase of water.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/Above_the_Clouds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Artist%27s_Concept_of_Europa_Water_Vapor_Plume.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Atmosphere_of_exoplanet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Atmospheric_Water_Vapor_Mean.2005.030.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/BAMS_climate_assess_boulder_water_vapor_2002_-_2.png']"
Canker,"A plant canker is a small area of dead tissue, which grows slowly, often over years.","['https://upload.wikimedia.org/wikipedia/commons/2/27/Baumkrebs-Birke.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Beech_bark_burrs_and_canker.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Butternut_canker.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Canker_on_Ash.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Preservative,"A preservative is a substance or a chemical that is added to products such as food products, beverages, pharmaceutical drugs, paints, biological samples, cosmetics, wood, and many other products to prevent decomposition by microbial growth or by undesirable chemical changes.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg']"
Watch,A watch is a portable timepiece intended to be carried or worn by a person.,"['https://upload.wikimedia.org/wikipedia/commons/a/a5/000_0rysdf251_edited.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Acta_Eruditorum_-_II_orologi%2C_1737_%E2%80%93_BEIC_13458392.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Backlit_LCD_display.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Boule_de_Gen%C3%A8ve%2C_ca._1890.jpeg']"
Testosterone,Testosterone is the primary sex hormone and anabolic steroid in males.,"['https://upload.wikimedia.org/wikipedia/commons/c/cb/Blood_values_sorted_by_mass_and_molar_concentration.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Dimeric_SHBG.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Hypothalamus_pituitary_testicles_axis.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg']"
Word puzzle,Not found on Wikipedia,['Image not found']
Speech,Speech is a human vocal communication using language.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/BrocasAreaSmall.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Encoding_communication.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Globe_of_letters.svg']"
Routine,Routine may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chemical Effects of Electric Current,Not found on Wikipedia,['Image not found']
Information,Information is an abstract concept that refers to that which has the power to inform.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Attractor_Poisson_Saturne.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Encoding_communication.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Internet_map_1024.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/LIS_SidebarPicture.png']"
Liturgical dress,Not found on Wikipedia,['Image not found']
Royal Geographical Society,"The Royal Geographical Society (with the Institute of British Geographers), often shortened to RGS, is a learned society and professional body for geography based in the United Kingdom.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Royal_Geographical_Society_Chartered_Geographer_Seal.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Royal_Geographical_Society_Circlet.png']"
Glands without ducts,Not found on Wikipedia,['Image not found']
Saint Augustine,Not found on Wikipedia,['Image not found']
John F. Kennedy School of Government,Not found on Wikipedia,['Image not found']
Bucket,"A bucket is typically a watertight, vertical cylinder or truncated cone or square, with an open top and a flat bottom, attached to a semicircular carrying handle called the bail.A bucket is usually an open-top container.","['https://upload.wikimedia.org/wikipedia/commons/c/c0/AFlex-Monsoon-Bucket.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/A_metal_bucket.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Balde.PNG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Crusher_bucket_quarry.jpg']"
Child psychology,Not found on Wikipedia,['Image not found']
Ovary,The ovary is an organ in the female reproductive system that produces an ovum.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Gray589.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Oogenesis_Labeled.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Open_Access_logo_PLoS_transparent.svg']"
Firct2,Not found on Wikipedia,['Image not found']
Unmarried partner,Not found on Wikipedia,['Image not found']
Philosophical law,Not found on Wikipedia,['Image not found']
Quezon,"Quezon, officially the Province of Quezon (Tagalog: Lalawigan ng Quezon), is a province in the Philippines located in the Calabarzon region on Luzon.","['https://upload.wikimedia.org/wikipedia/commons/2/20/Alibijaban_Island%2C_San_Andres%2C_Quezon_Province%2C_Philippines_%285%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Angelina_Tan%2C_Governor_of_Quezon_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Cagbalete_Island1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Famy-Real-Infanta_Road_segment%2C_Real%2C_Quezon.jpg']"
Uncle,An uncle is usually defined as a male relative who is a sibling of a parent or married to a sibling of a parent.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Uncles.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Organic matter,"Organic matter, organic material, or natural organic matter refers to the large source of carbon-based compounds found within natural and engineered, terrestrial, and aquatic environments.",['Image not found']
Assam,"Assam (; Assamese: [ˈɔxɔm] (listen)) is a state in northeastern India, south of the eastern Himalayas along the Brahmaputra and Barak River valleys.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/A_group_of_%27Husori%27_for_the_occasion_of_Assamese_%27Bohag_Bihu%27_in_their_traditional_attire.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Ali-ai-ligang.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Ambubachi_Mela_at_Kamakhya_Temple_by_Vikramjit_Kakati.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/As-%E0%A6%85%E0%A6%B8%E0%A6%AE-2.oga', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Assam.jpg']"
Rabbit,"Rabbits, also known as bunnies or bunny rabbits, are small mammals in the family Leporidae (which also contains the hares) of the order Lagomorpha (which also contains the pikas).","['https://upload.wikimedia.org/wikipedia/commons/9/90/Amami_rabbit_Stuffed_specimen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Anatomy_and_physiology_of_animals_The_ear.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/BRACHYLAGUS_IDAHOENSIS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/BgforhuntingCrop.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Blason_ville_fr_Corbenay_%28Haute-Sa%C3%B4ne%29.svg']"
Ü Migration,Not found on Wikipedia,['Image not found']
Pasteurisation,Not found on Wikipedia,['Image not found']
Queen bee,"A queen bee is typically an adult, mated female (gyne) that lives in a colony or hive of honey bees.","['https://upload.wikimedia.org/wikipedia/commons/b/b2/Adult_queen_bee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Apis_mellifera_scutellata_1355021.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Bienenkoenigin.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Bienenkoenigin_im_Puppenstadium_99b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Capped_emergency_supercedure_queen_cells_of_the_honey_bee.JPG']"
Bojho,Not found on Wikipedia,['Image not found']
June,"June is the sixth month of the year in the Julian and Gregorian calendars and is the second of four months to have a length of 30 days, and the third of five months to have a length of less than 31 days.","['https://upload.wikimedia.org/wikipedia/commons/8/85/Alexandrite_26.75ctsCropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Band_Trooping_the_Colour%2C_16th_June_2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Flaming_June%2C_by_Frederic_Lord_Leighton_%281830-1896%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Honeysuckle_w_y.jpg']"
Winter,Winter is the coldest season of the year in polar and temperate climates.,"['https://upload.wikimedia.org/wikipedia/commons/0/0d/2018_January_in_Helsinki_%2846315524324%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Earth-satellite-seasons.gif', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Frost_Fair_of_1683.JPG']"
Suresh Chand,Not found on Wikipedia,['Image not found']
Menstrual cycle,The menstrual cycle is a series of natural changes in hormone production and the structures of the uterus and ovaries of the female reproductive system that makes pregnancy possible.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Estradiol_and_progesterone_%25_changes_across_the_menstrual_cycle.tif', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Figure_28_02_07.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Human_ovarian_follicle.jpg']"
Closed circuit television,Not found on Wikipedia,['Image not found']
Coin of the United States dollar,Not found on Wikipedia,['Image not found']
Playing,Not found on Wikipedia,['Image not found']
Tree,"In botany, a tree is a perennial plant with an elongated stem, or trunk, usually supporting branches and leaves.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/Ash_Tree_-_geograph.org.uk_-_590710.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Bombax_LalBagh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Buk1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Claude_Monet%2C_Weeping_Willow.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Experiential learning,"Experiential learning (ExL) is the process of learning through experience, and is more narrowly defined as ""learning through reflection on doing"".","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Shimer_College_Home_Economics_cooking_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Wikiversity_logo_2017.svg']"
Vibrating system,Not found on Wikipedia,['Image not found']
Surface,"A surface, as the term is most generally used, is the outermost or uppermost layer of a physical object or space.","['https://upload.wikimedia.org/wikipedia/commons/d/da/171879main_LimbFlareJan12_lg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Red_Apple.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Sphere_and_Ball.png', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Water_droplet_lying_on_a_damask.jpg']"
Sound propagation,Not found on Wikipedia,['Image not found']
Motor vehicle,"A motor vehicle, also known as motorized vehicle or automotive vehicle, is a self-propelled land vehicle, commonly wheeled, that does not operate on rails (such as trains or trams) and is used for the transportation of people or cargo.","['https://upload.wikimedia.org/wikipedia/commons/5/50/Chang%27an_avenue_in_Beijing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Global_plug-in_car_sales_since_2011.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Historical_trend_ethanol_and_flex_veh_in_Brazil_1979_2008.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/I-80_Eastshore_Fwy.jpg']"
Hollywood,Hollywood usually refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Brain,A brain is an organ that serves as the center of the nervous system in all vertebrate and most invertebrate animals.,"['https://upload.wikimedia.org/wikipedia/commons/3/3a/1543%2C_Andreas_Vesalius%27_Fabrica%2C_Base_Of_The_Brain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/6_week_embryo_brain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Basal_ganglia.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Bilaterian-plan.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Brain-computer_interface_%28schematic%29.jpg']"
Czech Republic,"The Czech Republic, also known as Czechia, is a landlocked country in Central Europe.","['https://upload.wikimedia.org/wikipedia/commons/9/95/156_Univerzita_Karlova%2C_o_Karolinum_%28Universitat_Carolina%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Alfons_Mucha_-_1896_-_Autumn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Alfons_Mucha_-_1896_-_Spring.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Alfons_Mucha_-_1896_-_Summer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Alfons_Mucha_-_1896_-_Winter.jpg']"
Table 8.2,Not found on Wikipedia,['Image not found']
Egg color,Not found on Wikipedia,['Image not found']
Outgrowth,Not found on Wikipedia,['Image not found']
Activity 8,Not found on Wikipedia,['Image not found']
Ü Red Data Book,Not found on Wikipedia,['Image not found']
Test engineer,"A test engineer is a professional who determines how to create a process that would best test a particular product in manufacturing and related disciplines, in order to assure that the product meets applicable specifications.",['https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']
Building,"A building or edifice, is an enclosed structure with a roof and  walls standing more or less permanently in one place, such as a house or factory (although there's also portable buildings).","['https://upload.wikimedia.org/wikipedia/commons/8/87/11_Temple_of_Heaven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/15_Strada_Arthur_Verona%2C_Bucharest_%2813%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/2017_0423_Ravenna_%28132%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/2_Strada_Arthur_Verona%2C_Bucharest_%2802%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Alfeld_Fagus_08JUL15.JPG']"
Harvester,Harvester may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Wildlife,"Wildlife refers to undomesticated animal species, but has come to include all organisms that grow or live wild in an area without being introduced by humans.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Amazonie_deforestation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Hawk_eating_prey.jpg']"
Ask questions,Not found on Wikipedia,['Image not found']
South Africa,"South Africa, officially the Republic of South Africa (RSA), is the southernmost country in Africa.","['https://upload.wikimedia.org/wikipedia/commons/2/21/2014-11-26_traditional_Zulu_performance_02_anagoria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/African_Leopard_Sabi_Sands_Fir0002_Oct18.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Alan_Paton.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Alphonse_de_Neuville_-_The_defence_of_Rorke%27s_Drift_1879_-_Google_Art_Project.jpg']"
Tap Water,Not found on Wikipedia,['Image not found']
Tap Water 4,Not found on Wikipedia,['Image not found']
Technology,Technology is the application of knowledge for achieving practical goals in a reproducible way.,"['https://upload.wikimedia.org/wikipedia/commons/a/ac/Army_invests_in_3-D_bioprinting_to_treat_injured_Soldiers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Dampfturbine_Montage01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Faustkeil_Nachbau%2C_2020_PD_a-7.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/FrameBreaking-1812.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Farm,A farm (also called an agricultural holding) is an area of land that is devoted primarily to agricultural processes with the primary objective of producing food and other crops; it is the basic facility in food production.,"['https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Centres_of_origin_and_spread_of_agriculture.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Chinafarmland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Cow_milking_machine_in_action_DSC04132.jpg']"
Teen,Not found on Wikipedia,['Image not found']
Leave the other end free,Not found on Wikipedia,['Image not found']
Thermocol,Not found on Wikipedia,['Image not found']
