entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Sowing,engineering process,Agriculture,academic discipline,part of,"Agricultural Implements Before sowing the seeds, it is necessary to break soil clumps to get better yield.
"
Hoe,tool,Tool,product,subclass of,"The main tools used for this purpose are the plough, hoe and cultivator.
"
Plough,agricultural machinery,Tilling,agricultural process,use,"Plough : This is being used since ancient times for tilling the soil, adding fertilisers to the crop, removing the weeds and turning the soil.
"
Bull,cattle,Animal,taxon,subclass of,"This is made of wood and is drawn by a pair of bulls or other animals (horses and camels).
"
Ploughshare,None,Iron,medication,made from material,"It contains a strong triangular iron strip called ploughshare.
"
Ploughshaft,machine element,Plough,agricultural machinery,part of,"The main part of the plough is a long log of wood which is called a ploughshaft.
"
Blade,nonbiological component,Blade,nonbiological component,part of,"There is a handle at one end of the shaft.
"
Bull neck,None,Bull,organisms known by a particular common name,part of,"The other end is attached to a beam which is placed on the bulls’ necks.
"
Bull,organisms known by a particular common name,Plough,agricultural machinery,use,"One pair of bulls and a man can easily operate the plough [Fig. 1.1 (a)].
"
Plough,agricultural machinery,Wood,material,made from material,"The indigenous wooden plough is increasingly being replaced by iron ploughs nowadays.
"
Hoe,tool,Tool,product,subclass of,"Hoe : It is a simple tool which is used for removing weeds and for loosening the soil.
"
Wood,material,Iron,medication,made from material,"It has a long rod of wood or iron.
"
Ploughshare beam,beam,Plough,agricultural machinery,subclass of,"A strong, broad and bent plate of iron is fixed to one of its ends and Fig. 1.1 (a) : The plough ploughshaft ploughshare beam Rationalised-2023-24  SCIENCE 4 Activity 1.1 Take a beaker and fill half of it with water.
"
Wheat,food,Seed,food,subclass of,"Put a handful of wheat seeds and stir well.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Wait for some time.
"
Seed,food,Seed,food,subclass of,"Are there seeds which float on water?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Would those be lighter or heavier than those which sink?
"
Weight loss,weight loss,Lifting,activity,subclass of,"Why would they be lighter?
"
Hollow seed,seed,Seed,food,subclass of,"Damaged seeds become hollow and are thus lighter.
"
Floating,landform,Water,None,uses,"Therefore, they float on water.
"
Seed,food,Seed,food,opposite of,"This is a good method for separating good, healthy seeds from the damaged ones.
"
Tool,tool,Sowing,engineering process,use,"Before sowing, one of the important tasks is to know about the tools used for sowing seeds [Fig. 1.2 (a), (b)].
"
Traditional tool,tool,Tool,product,subclass of,"Traditional tool : The tool used traditionally for sowing seeds is shaped like a funnel [Fig. 1.2 (a)].
"
Seed,food,Soil,granular material,develops from,"These ends pierce into the soil and place seeds there.
"
Cultivator,agricultural machinery,Ploughing,agricultural machinery,use,"Cultivator : Nowadays ploughing is done by tractor-driven cultivator.
"
Time,capability,Cultivation,activity,use,"The use of cultivator saves labour and time.
"
Fig. 1,Fig. 1,Fig. 1,chart,instance of,"[Fig. 1.1 (c)].
"
Hoe,plant structure,Fig. 1,None,part of,"Fig. 1.1 (b) : A hoe Fig.
"
Tractor,motor vehicle,Cultivation,activity,use,"1.2 (a) : Traditional method of sowing Fig. 1.1 (c) : Cultivator driven by a tractor 1.4 Sowing Sowing is an important part of crop production.
"
Seed,food,Seed,food,subclass of,"Before sowing, good quality, clean and healthy seeds of a good variety—are selected.
"
Farmer,agricultural worker,Seed,food,uses,"Farmers prefer to use seeds which give high yield.
"
Gram,organisms known by a particular common name,Seed,food,subclass of,"Selection of Seeds grip beam bent plate rod handle One day I saw my mother put some gram seeds in a vessel and pour some water on them.
"
Seed,food,Seed,food,subclass of,"After a few minutes some seeds started to float on top.
"
Seed,food,Water,None,subclass of,"I wonder why some seeds float on water! works like a blade.
"
Fig. 1,graph,Animal,taxon,depicts,"It is pulled by animals [Fig. 1.1 (b)].
"
Seed drill,tool,Sowing,engineering process,use,"Rationalised-2023-24  CROP PRODUCTION AND MANAGEMENT 5 Seed drill : Nowadays the seed drill [Fig. 1.2 (b)] is used for sowing with the help of tractors.
"
Sowing,engineering process,Seed,food,has effect,"This sows the seeds uniformly at equal distance and depth.
"
Soil,granular material,Sowing,engineering process,use,"It ensures that seeds get covered by the soil after sowing.
"
Bird,taxon,Seed,food,uses,"This protects seeds from being eaten by birds.
"
Seed drill,tool,Sowing,engineering process,use,"Sowing by using a seed drill saves time and labour.
"
Nursery,business,Nursery,business,subclass of,"Fig. 1.2 (b) : A seed drill There is a nursery near my school.
"
John Milton,human,A Midsummer Night's Dream,play,notable work,"I found that little plants were kept in small bags.
"
Why are they kept like this,prison,Prison,facility,instance of,"Why are they kept like this?
"
Paddy,taxon,Plant,taxon,subclass of,"Seeds  of a few plants such as paddy are first grown in a nursery.
"
Seedling,development stage of plant,Plant,taxon,subclass of,"When they grow into seedlings, they are transplanted to the field manually.
"
Forest,biome,Flowering plant,clade,subclass of,"Some forest plants and flowering plants are also grown in the nursery.
"
Overpopulation,phenomenon,Plant,taxon,has effect,"Appropriate distance between the seeds is necessary to avoid overcrowding of plants.
"
Plant,taxon,Crop,Cultigen,this taxon is source of,"This allows plants to get I saw a healthy crop growing in a farm.
"
Netherlands,country,Europe,continent,part of,"In the neighbouring farm, the plants were weak.
"
Why do some plants grow better than others,None,Plant,taxon,facet of,"Why do some plants grow better than others?
"
Water,None,Nutrient,chemical substance,subclass of,"sufficient sunlight, nutrients and water from the soil.
"
Plant transplantation,removal,Overpopulation,phenomenon,facet of,"At times a few plants may have to be removed to prevent overcrowding.
"
Manure,organic matter,Nutrient,chemical substance,subclass of,"1.5 Adding Manure  and Fertilisers The substances which are added to the soil in the form of nutrients for the healthy growth of plants are called manure and fertilisers.
"
Soil,granular material,Nutrient,chemical substance,subclass of,"Soil supplies mineral nutrients to the crop plants.
"
Plant,taxon,Nutrient,chemical substance,uses,"These nutrients are essential for the growth of plants.
"
Farmer,agricultural worker,Crop,Cultigen,field of this occupation,"In certain areas, farmers grow crop after crop in the same field.
"
Fertilization,engineering process,Agriculture,academic discipline,part of,"The field is never left uncultivated or fallow.
"
Nutrient,chemical substance,Nutrient,chemical substance,subclass of,"Imagine what happens to the nutrients?
"
Nutrient,chemical substance,Soil,granular material,part of,"Continuous cultivation of crops makes the soil poor in nutrients.
"
Manure,organic matter,Nutrient,chemical substance,subclass of,"Therefore, farmers have to add manure to the fields to replenish the soil with nutrients.
"
Manuring,engineering process,Engineering process,process,instance of,"This process is called manuring.
"
Manuring,engineering process,Weak plant,plant,has effect,"Improper or insufficient manuring results in weak plants.
"
Manure,organic matter,Organic matter,material,subclass of,"Manure is an organic substance obtained from the decomposition of plant or animal wastes.
"
